dataset,column,missing_values,rows,missing_pct,split,data_type,line,station,station_key,observed_values,completeness_pct
train_numeric,L0_S9_F190,958088,1183747,80.9369,train,numeric,0,9,L0_S9,225659,19.0631
train_numeric,L0_S9_F195,958088,1183747,80.9369,train,numeric,0,9,L0_S9,225659,19.0631
train_numeric,L0_S9_F200,958088,1183747,80.9369,train,numeric,0,9,L0_S9,225659,19.0631
train_numeric,L0_S9_F205,958088,1183747,80.9369,train,numeric,0,9,L0_S9,225659,19.0631
train_numeric,L0_S9_F210,958088,1183747,80.9369,train,numeric,0,9,L0_S9,225659,19.0631
train_numeric,L0_S10_F219,959224,1183747,81.0329,train,numeric,0,10,L0_S10,224523,18.9671
train_numeric,L0_S10_F224,959207,1183747,81.0314,train,numeric,0,10,L0_S10,224540,18.9686
train_numeric,L0_S10_F229,959220,1183747,81.0325,train,numeric,0,10,L0_S10,224527,18.9675
train_numeric,L0_S10_F234,959207,1183747,81.0314,train,numeric,0,10,L0_S10,224540,18.9686
train_numeric,L0_S10_F239,959224,1183747,81.0329,train,numeric,0,10,L0_S10,224523,18.9671
train_numeric,L0_S10_F244,959224,1183747,81.0329,train,numeric,0,10,L0_S10,224523,18.9671
train_numeric,L0_S10_F249,959224,1183747,81.0329,train,numeric,0,10,L0_S10,224523,18.9671
train_numeric,L0_S10_F254,959224,1183747,81.0329,train,numeric,0,10,L0_S10,224523,18.9671
train_numeric,L0_S10_F259,959224,1183747,81.0329,train,numeric,0,10,L0_S10,224523,18.9671
train_numeric,L0_S10_F264,959224,1183747,81.0329,train,numeric,0,10,L0_S10,224523,18.9671
train_numeric,L0_S10_F269,959224,1183747,81.0329,train,numeric,0,10,L0_S10,224523,18.9671
train_numeric,L0_S10_F274,959224,1183747,81.0329,train,numeric,0,10,L0_S10,224523,18.9671
train_numeric,L0_S11_F282,958295,1183747,80.9544,train,numeric,0,11,L0_S11,225452,19.0456
train_numeric,L0_S11_F286,958295,1183747,80.9544,train,numeric,0,11,L0_S11,225452,19.0456
train_numeric,L0_S11_F290,958295,1183747,80.9544,train,numeric,0,11,L0_S11,225452,19.0456
train_numeric,L0_S11_F294,958295,1183747,80.9544,train,numeric,0,11,L0_S11,225452,19.0456
train_numeric,L0_S11_F298,958295,1183747,80.9544,train,numeric,0,11,L0_S11,225452,19.0456
train_numeric,L0_S11_F302,958295,1183747,80.9544,train,numeric,0,11,L0_S11,225452,19.0456
train_numeric,L0_S11_F306,958295,1183747,80.9544,train,numeric,0,11,L0_S11,225452,19.0456
train_numeric,L0_S11_F310,958295,1183747,80.9544,train,numeric,0,11,L0_S11,225452,19.0456
train_numeric,L0_S11_F314,958295,1183747,80.9544,train,numeric,0,11,L0_S11,225452,19.0456
train_numeric,L0_S11_F318,958295,1183747,80.9544,train,numeric,0,11,L0_S11,225452,19.0456
train_numeric,L0_S11_F322,958295,1183747,80.9544,train,numeric,0,11,L0_S11,225452,19.0456
train_numeric,L0_S11_F326,958295,1183747,80.9544,train,numeric,0,11,L0_S11,225452,19.0456
train_numeric,L0_S12_F330,941686,1183747,79.5513,train,numeric,0,12,L0_S12,242061,20.4487
train_numeric,L0_S12_F332,941686,1183747,79.5513,train,numeric,0,12,L0_S12,242061,20.4487
train_numeric,L0_S12_F334,941686,1183747,79.5513,train,numeric,0,12,L0_S12,242061,20.4487
train_numeric,L0_S12_F336,941686,1183747,79.5513,train,numeric,0,12,L0_S12,242061,20.4487
train_numeric,L0_S12_F338,941686,1183747,79.5513,train,numeric,0,12,L0_S12,242061,20.4487
train_numeric,L0_S12_F340,941686,1183747,79.5513,train,numeric,0,12,L0_S12,242061,20.4487
train_numeric,L0_S12_F342,941686,1183747,79.5513,train,numeric,0,12,L0_S12,242061,20.4487
train_numeric,L0_S12_F344,941686,1183747,79.5513,train,numeric,0,12,L0_S12,242061,20.4487
train_numeric,L0_S12_F346,941686,1183747,79.5513,train,numeric,0,12,L0_S12,242061,20.4487
train_numeric,L0_S12_F348,941686,1183747,79.5513,train,numeric,0,12,L0_S12,242061,20.4487
train_numeric,L0_S12_F350,941686,1183747,79.5513,train,numeric,0,12,L0_S12,242061,20.4487
train_numeric,L0_S12_F352,941686,1183747,79.5513,train,numeric,0,12,L0_S12,242061,20.4487
train_numeric,L0_S13_F354,941682,1183747,79.551,train,numeric,0,13,L0_S13,242065,20.449
train_numeric,L0_S13_F356,941682,1183747,79.551,train,numeric,0,13,L0_S13,242065,20.449
train_numeric,L0_S14_F358,1063122,1183747,89.8099,train,numeric,0,14,L0_S14,120625,10.1901
train_numeric,L0_S14_F362,1063122,1183747,89.8099,train,numeric,0,14,L0_S14,120625,10.1901
train_numeric,L0_S14_F366,1063122,1183747,89.8099,train,numeric,0,14,L0_S14,120625,10.1901
train_numeric,L0_S14_F370,1063122,1183747,89.8099,train,numeric,0,14,L0_S14,120625,10.1901
train_numeric,L0_S14_F374,1063122,1183747,89.8099,train,numeric,0,14,L0_S14,120625,10.1901
train_numeric,L0_S14_F378,1063122,1183747,89.8099,train,numeric,0,14,L0_S14,120625,10.1901
train_numeric,L0_S14_F382,1063122,1183747,89.8099,train,numeric,0,14,L0_S14,120625,10.1901
train_numeric,L0_S14_F386,1063122,1183747,89.8099,train,numeric,0,14,L0_S14,120625,10.1901
train_numeric,L0_S14_F390,1063122,1183747,89.8099,train,numeric,0,14,L0_S14,120625,10.1901
train_numeric,L0_S15_F394,1062302,1183747,89.7406,train,numeric,0,15,L0_S15,121445,10.2594
train_numeric,L0_S15_F397,1062302,1183747,89.7406,train,numeric,0,15,L0_S15,121445,10.2594
train_numeric,L0_S15_F400,1062302,1183747,89.7406,train,numeric,0,15,L0_S15,121445,10.2594
train_numeric,L0_S15_F403,1062302,1183747,89.7406,train,numeric,0,15,L0_S15,121445,10.2594
train_numeric,L0_S15_F406,1062302,1183747,89.7406,train,numeric,0,15,L0_S15,121445,10.2594
train_numeric,L0_S15_F409,1062302,1183747,89.7406,train,numeric,0,15,L0_S15,121445,10.2594
train_numeric,L0_S15_F412,1062302,1183747,89.7406,train,numeric,0,15,L0_S15,121445,10.2594
train_numeric,L0_S15_F415,1062302,1183747,89.7406,train,numeric,0,15,L0_S15,121445,10.2594
train_numeric,L0_S15_F418,1062302,1183747,89.7406,train,numeric,0,15,L0_S15,121445,10.2594
train_numeric,L0_S16_F421,1064608,1183747,89.9354,train,numeric,0,16,L0_S16,119139,10.0646
train_numeric,L0_S16_F426,1064608,1183747,89.9354,train,numeric,0,16,L0_S16,119139,10.0646
train_numeric,L0_S17_F431,1060720,1183747,89.607,train,numeric,0,17,L0_S17,123027,10.393
train_numeric,L0_S17_F433,1060720,1183747,89.607,train,numeric,0,17,L0_S17,123027,10.393
train_numeric,L0_S18_F435,1062666,1183747,89.7714,train,numeric,0,18,L0_S18,121081,10.2286
train_numeric,L0_S18_F439,1062666,1183747,89.7714,train,numeric,0,18,L0_S18,121081,10.2286
train_numeric,L0_S18_F449,1062666,1183747,89.7714,train,numeric,0,18,L0_S18,121081,10.2286
train_numeric,L0_S19_F453,1062720,1183747,89.7759,train,numeric,0,19,L0_S19,121027,10.2241
train_numeric,L0_S19_F455,1062720,1183747,89.7759,train,numeric,0,19,L0_S19,121027,10.2241
train_numeric,L0_S19_F459,1062720,1183747,89.7759,train,numeric,0,19,L0_S19,121027,10.2241
train_numeric,L0_S20_F461,941636,1183747,79.5471,train,numeric,0,20,L0_S20,242111,20.4529
train_numeric,L0_S20_F463,941636,1183747,79.5471,train,numeric,0,20,L0_S20,242111,20.4529
train_numeric,L0_S20_F466,941636,1183747,79.5471,train,numeric,0,20,L0_S20,242111,20.4529
train_numeric,L0_S21_F472,1102379,1183747,93.1262,train,numeric,0,21,L0_S21,81368,6.8738
train_numeric,L0_S21_F477,1102338,1183747,93.1228,train,numeric,0,21,L0_S21,81409,6.8772
train_numeric,L0_S21_F482,1102374,1183747,93.1258,train,numeric,0,21,L0_S21,81373,6.8742
train_numeric,L0_S21_F487,1102338,1183747,93.1228,train,numeric,0,21,L0_S21,81409,6.8772
train_numeric,L0_S21_F492,1102379,1183747,93.1262,train,numeric,0,21,L0_S21,81368,6.8738
train_numeric,L0_S21_F497,1102379,1183747,93.1262,train,numeric,0,21,L0_S21,81368,6.8738
train_numeric,L0_S21_F502,1102379,1183747,93.1262,train,numeric,0,21,L0_S21,81368,6.8738
train_numeric,L0_S21_F507,1102379,1183747,93.1262,train,numeric,0,21,L0_S21,81368,6.8738
train_numeric,L0_S21_F512,1102379,1183747,93.1262,train,numeric,0,21,L0_S21,81368,6.8738
train_numeric,L0_S21_F517,1102379,1183747,93.1262,train,numeric,0,21,L0_S21,81368,6.8738
train_numeric,L0_S21_F522,1102379,1183747,93.1262,train,numeric,0,21,L0_S21,81368,6.8738
train_numeric,L0_S21_F527,1102379,1183747,93.1262,train,numeric,0,21,L0_S21,81368,6.8738
train_numeric,L0_S21_F532,1102379,1183747,93.1262,train,numeric,0,21,L0_S21,81368,6.8738
train_numeric,L0_S21_F537,1102379,1183747,93.1262,train,numeric,0,21,L0_S21,81368,6.8738
train_numeric,L0_S22_F546,1103156,1183747,93.1919,train,numeric,0,22,L0_S22,80591,6.8081
train_numeric,L0_S22_F551,1103148,1183747,93.1912,train,numeric,0,22,L0_S22,80599,6.8088
train_numeric,L0_S22_F556,1103152,1183747,93.1915,train,numeric,0,22,L0_S22,80595,6.8085
train_numeric,L0_S22_F561,1103148,1183747,93.1912,train,numeric,0,22,L0_S22,80599,6.8088
train_numeric,L0_S22_F566,1103156,1183747,93.1919,train,numeric,0,22,L0_S22,80591,6.8081
train_numeric,L0_S22_F571,1103156,1183747,93.1919,train,numeric,0,22,L0_S22,80591,6.8081
train_numeric,L0_S22_F576,1103156,1183747,93.1919,train,numeric,0,22,L0_S22,80591,6.8081
train_numeric,L0_S22_F581,1103156,1183747,93.1919,train,numeric,0,22,L0_S22,80591,6.8081
train_numeric,L0_S22_F586,1103156,1183747,93.1919,train,numeric,0,22,L0_S22,80591,6.8081
train_numeric,L0_S22_F591,1103156,1183747,93.1919,train,numeric,0,22,L0_S22,80591,6.8081
train_numeric,L0_S22_F596,1103156,1183747,93.1919,train,numeric,0,22,L0_S22,80591,6.8081
train_numeric,L0_S22_F601,1103156,1183747,93.1919,train,numeric,0,22,L0_S22,80591,6.8081
train_numeric,L0_S22_F606,1103156,1183747,93.1919,train,numeric,0,22,L0_S22,80591,6.8081
train_numeric,L0_S22_F611,1103156,1183747,93.1919,train,numeric,0,22,L0_S22,80591,6.8081
train_numeric,L0_S23_F619,1103457,1183747,93.2173,train,numeric,0,23,L0_S23,80290,6.7827
train_numeric,L0_S23_F623,1103457,1183747,93.2173,train,numeric,0,23,L0_S23,80290,6.7827
train_numeric,L0_S23_F627,1103457,1183747,93.2173,train,numeric,0,23,L0_S23,80290,6.7827
train_numeric,L0_S23_F631,1103457,1183747,93.2173,train,numeric,0,23,L0_S23,80290,6.7827
train_numeric,L0_S23_F635,1103457,1183747,93.2173,train,numeric,0,23,L0_S23,80290,6.7827
train_numeric,L0_S23_F639,1103457,1183747,93.2173,train,numeric,0,23,L0_S23,80290,6.7827
train_numeric,L0_S23_F643,1103457,1183747,93.2173,train,numeric,0,23,L0_S23,80290,6.7827
train_numeric,L0_S23_F647,1103457,1183747,93.2173,train,numeric,0,23,L0_S23,80290,6.7827
train_numeric,L0_S23_F651,1103457,1183747,93.2173,train,numeric,0,23,L0_S23,80290,6.7827
train_numeric,L0_S23_F655,1103457,1183747,93.2173,train,numeric,0,23,L0_S23,80290,6.7827
train_numeric,L0_S23_F659,1103457,1183747,93.2173,train,numeric,0,23,L0_S23,80290,6.7827
train_numeric,L0_S23_F663,1103457,1183747,93.2173,train,numeric,0,23,L0_S23,80290,6.7827
train_numeric,L0_S23_F667,1103457,1183747,93.2173,train,numeric,0,23,L0_S23,80290,6.7827
train_numeric,L0_S23_F671,1103457,1183747,93.2173,train,numeric,0,23,L0_S23,80290,6.7827
train_numeric,L1_S24_F679,1159885,1183747,97.9842,train,numeric,1,24,L1_S24,23862,2.0158
train_numeric,L1_S24_F683,1159885,1183747,97.9842,train,numeric,1,24,L1_S24,23862,2.0158
train_numeric,L1_S24_F687,1159885,1183747,97.9842,train,numeric,1,24,L1_S24,23862,2.0158
train_numeric,L1_S24_F691,1159885,1183747,97.9842,train,numeric,1,24,L1_S24,23862,2.0158
train_numeric,L1_S24_F700,1159921,1183747,97.9872,train,numeric,1,24,L1_S24,23826,2.0128
train_numeric,L1_S24_F719,1160110,1183747,98.0032,train,numeric,1,24,L1_S24,23637,1.9968
train_numeric,L1_S24_F728,1159921,1183747,97.9872,train,numeric,1,24,L1_S24,23826,2.0128
train_numeric,L1_S24_F733,1159921,1183747,97.9872,train,numeric,1,24,L1_S24,23826,2.0128
train_numeric,L1_S24_F746,1160110,1183747,98.0032,train,numeric,1,24,L1_S24,23637,1.9968
train_numeric,L1_S24_F751,1160110,1183747,98.0032,train,numeric,1,24,L1_S24,23637,1.9968
train_numeric,L1_S24_F756,1160110,1183747,98.0032,train,numeric,1,24,L1_S24,23637,1.9968
train_numeric,L1_S24_F761,1160110,1183747,98.0032,train,numeric,1,24,L1_S24,23637,1.9968
train_numeric,L1_S24_F766,1160110,1183747,98.0032,train,numeric,1,24,L1_S24,23637,1.9968
train_numeric,L1_S24_F775,1160110,1183747,98.0032,train,numeric,1,24,L1_S24,23637,1.9968
train_numeric,L1_S24_F780,1160110,1183747,98.0032,train,numeric,1,24,L1_S24,23637,1.9968
train_numeric,L1_S24_F785,1160110,1183747,98.0032,train,numeric,1,24,L1_S24,23637,1.9968
train_numeric,L1_S24_F790,1160110,1183747,98.0032,train,numeric,1,24,L1_S24,23637,1.9968
train_numeric,L1_S24_F795,1160110,1183747,98.0032,train,numeric,1,24,L1_S24,23637,1.9968
train_numeric,L1_S24_F800,1159906,1183747,97.986,train,numeric,1,24,L1_S24,23841,2.014
train_numeric,L1_S24_F802,1159906,1183747,97.986,train,numeric,1,24,L1_S24,23841,2.014
train_numeric,L1_S24_F806,1159911,1183747,97.9864,train,numeric,1,24,L1_S24,23836,2.0136
train_numeric,L1_S24_F808,1159911,1183747,97.9864,train,numeric,1,24,L1_S24,23836,2.0136
train_numeric,L1_S24_F810,1159911,1183747,97.9864,train,numeric,1,24,L1_S24,23836,2.0136
train_numeric,L1_S24_F812,1159908,1183747,97.9861,train,numeric,1,24,L1_S24,23839,2.0139
train_numeric,L1_S24_F814,1159908,1183747,97.9861,train,numeric,1,24,L1_S24,23839,2.0139
train_numeric,L1_S24_F816,1171721,1183747,98.9841,train,numeric,1,24,L1_S24,12026,1.0159
train_numeric,L1_S24_F829,1171721,1183747,98.9841,train,numeric,1,24,L1_S24,12026,1.0159
train_numeric,L1_S24_F834,1171721,1183747,98.9841,train,numeric,1,24,L1_S24,12026,1.0159
train_numeric,L1_S24_F839,1171721,1183747,98.9841,train,numeric,1,24,L1_S24,12026,1.0159
train_numeric,L1_S24_F844,1171721,1183747,98.9841,train,numeric,1,24,L1_S24,12026,1.0159
train_numeric,L1_S24_F857,1171721,1183747,98.9841,train,numeric,1,24,L1_S24,12026,1.0159
train_numeric,L1_S24_F862,1171721,1183747,98.9841,train,numeric,1,24,L1_S24,12026,1.0159
train_numeric,L1_S24_F867,1171721,1183747,98.9841,train,numeric,1,24,L1_S24,12026,1.0159
train_numeric,L1_S24_F872,1171721,1183747,98.9841,train,numeric,1,24,L1_S24,12026,1.0159
train_numeric,L1_S24_F877,1171721,1183747,98.9841,train,numeric,1,24,L1_S24,12026,1.0159
train_numeric,L1_S24_F882,1171721,1183747,98.9841,train,numeric,1,24,L1_S24,12026,1.0159
train_numeric,L1_S24_F887,1171721,1183747,98.9841,train,numeric,1,24,L1_S24,12026,1.0159
train_numeric,L1_S24_F892,1171721,1183747,98.9841,train,numeric,1,24,L1_S24,12026,1.0159
train_numeric,L1_S24_F897,1171721,1183747,98.9841,train,numeric,1,24,L1_S24,12026,1.0159
train_numeric,L1_S24_F902,1171721,1183747,98.9841,train,numeric,1,24,L1_S24,12026,1.0159
train_numeric,L1_S24_F907,1171913,1183747,99.0003,train,numeric,1,24,L1_S24,11834,0.9997
train_numeric,L1_S24_F920,1171913,1183747,99.0003,train,numeric,1,24,L1_S24,11834,0.9997
train_numeric,L1_S24_F925,1171913,1183747,99.0003,train,numeric,1,24,L1_S24,11834,0.9997
train_numeric,L1_S24_F930,1171913,1183747,99.0003,train,numeric,1,24,L1_S24,11834,0.9997
train_numeric,L1_S24_F935,1171913,1183747,99.0003,train,numeric,1,24,L1_S24,11834,0.9997
train_numeric,L1_S24_F948,1171913,1183747,99.0003,train,numeric,1,24,L1_S24,11834,0.9997
train_numeric,L1_S24_F953,1171913,1183747,99.0003,train,numeric,1,24,L1_S24,11834,0.9997
train_numeric,L1_S24_F958,1171913,1183747,99.0003,train,numeric,1,24,L1_S24,11834,0.9997
train_numeric,L1_S24_F963,1171913,1183747,99.0003,train,numeric,1,24,L1_S24,11834,0.9997
train_numeric,L1_S24_F968,1171913,1183747,99.0003,train,numeric,1,24,L1_S24,11834,0.9997
train_numeric,L1_S24_F973,1171913,1183747,99.0003,train,numeric,1,24,L1_S24,11834,0.9997
train_numeric,L1_S24_F978,1171913,1183747,99.0003,train,numeric,1,24,L1_S24,11834,0.9997
train_numeric,L1_S24_F983,1171913,1183747,99.0003,train,numeric,1,24,L1_S24,11834,0.9997
train_numeric,L1_S24_F988,1171913,1183747,99.0003,train,numeric,1,24,L1_S24,11834,0.9997
train_numeric,L1_S24_F993,1171913,1183747,99.0003,train,numeric,1,24,L1_S24,11834,0.9997
train_numeric,L1_S24_F998,1171868,1183747,98.9965,train,numeric,1,24,L1_S24,11879,1.0035
train_numeric,L1_S24_F1000,1171868,1183747,98.9965,train,numeric,1,24,L1_S24,11879,1.0035
train_numeric,L1_S24_F1002,1171868,1183747,98.9965,train,numeric,1,24,L1_S24,11879,1.0035
train_numeric,L1_S24_F1004,1171868,1183747,98.9965,train,numeric,1,24,L1_S24,11879,1.0035
train_numeric,L1_S24_F1006,1171868,1183747,98.9965,train,numeric,1,24,L1_S24,11879,1.0035
train_numeric,L1_S24_F1008,1171868,1183747,98.9965,train,numeric,1,24,L1_S24,11879,1.0035
train_numeric,L1_S24_F1010,1171868,1183747,98.9965,train,numeric,1,24,L1_S24,11879,1.0035
train_numeric,L1_S24_F1012,1171868,1183747,98.9965,train,numeric,1,24,L1_S24,11879,1.0035
train_numeric,L1_S24_F1014,1171868,1183747,98.9965,train,numeric,1,24,L1_S24,11879,1.0035
train_numeric,L1_S24_F1016,1171796,1183747,98.9904,train,numeric,1,24,L1_S24,11951,1.0096
train_numeric,L1_S24_F1021,1171796,1183747,98.9904,train,numeric,1,24,L1_S24,11951,1.0096
train_numeric,L1_S24_F1026,1171796,1183747,98.9904,train,numeric,1,24,L1_S24,11951,1.0096
train_numeric,L1_S24_F1031,1171796,1183747,98.9904,train,numeric,1,24,L1_S24,11951,1.0096
train_numeric,L1_S24_F1036,1171796,1183747,98.9904,train,numeric,1,24,L1_S24,11951,1.0096
train_numeric,L1_S24_F1041,1171796,1183747,98.9904,train,numeric,1,24,L1_S24,11951,1.0096
train_numeric,L1_S24_F1046,1171796,1183747,98.9904,train,numeric,1,24,L1_S24,11951,1.0096
train_numeric,L1_S24_F1051,1171796,1183747,98.9904,train,numeric,1,24,L1_S24,11951,1.0096
train_numeric,L1_S24_F1056,1171796,1183747,98.9904,train,numeric,1,24,L1_S24,11951,1.0096
train_numeric,L1_S24_F1068,1159920,1183747,97.9872,train,numeric,1,24,L1_S24,23827,2.0128
train_numeric,L1_S24_F1072,1159920,1183747,97.9872,train,numeric,1,24,L1_S24,23827,2.0128
train_numeric,L1_S24_F1079,1159920,1183747,97.9872,train,numeric,1,24,L1_S24,23827,2.0128
train_numeric,L1_S24_F1083,1159920,1183747,97.9872,train,numeric,1,24,L1_S24,23827,2.0128
train_numeric,L1_S24_F1087,1159920,1183747,97.9872,train,numeric,1,24,L1_S24,23827,2.0128
train_numeric,L1_S24_F1094,1159920,1183747,97.9872,train,numeric,1,24,L1_S24,23827,2.0128
train_numeric,L1_S24_F1098,1159920,1183747,97.9872,train,numeric,1,24,L1_S24,23827,2.0128
train_numeric,L1_S24_F1102,1159920,1183747,97.9872,train,numeric,1,24,L1_S24,23827,2.0128
train_numeric,L1_S24_F1106,1159920,1183747,97.9872,train,numeric,1,24,L1_S24,23827,2.0128
train_numeric,L1_S24_F1110,1159920,1183747,97.9872,train,numeric,1,24,L1_S24,23827,2.0128
train_numeric,L1_S24_F1118,1156545,1183747,97.702,train,numeric,1,24,L1_S24,27202,2.298
train_numeric,L1_S24_F1122,1156545,1183747,97.702,train,numeric,1,24,L1_S24,27202,2.298
train_numeric,L1_S24_F1126,1156545,1183747,97.702,train,numeric,1,24,L1_S24,27202,2.298
train_numeric,L1_S24_F1130,1156545,1183747,97.702,train,numeric,1,24,L1_S24,27202,2.298
train_numeric,L1_S24_F1134,1156570,1183747,97.7042,train,numeric,1,24,L1_S24,27177,2.2958
train_numeric,L1_S24_F1145,1156570,1183747,97.7042,train,numeric,1,24,L1_S24,27177,2.2958
train_numeric,L1_S24_F1148,1156570,1183747,97.7042,train,numeric,1,24,L1_S24,27177,2.2958
train_numeric,L1_S24_F1161,1156546,1183747,97.7021,train,numeric,1,24,L1_S24,27201,2.2979
train_numeric,L1_S24_F1166,1156550,1183747,97.7025,train,numeric,1,24,L1_S24,27197,2.2975
train_numeric,L1_S24_F1170,1156550,1183747,97.7025,train,numeric,1,24,L1_S24,27197,2.2975
train_numeric,L1_S24_F1172,1156550,1183747,97.7025,train,numeric,1,24,L1_S24,27197,2.2975
train_numeric,L1_S24_F1174,1156550,1183747,97.7025,train,numeric,1,24,L1_S24,27197,2.2975
train_numeric,L1_S24_F1176,1156550,1183747,97.7025,train,numeric,1,24,L1_S24,27197,2.2975
train_numeric,L1_S24_F1180,1156550,1183747,97.7025,train,numeric,1,24,L1_S24,27197,2.2975
train_numeric,L1_S24_F1184,1170106,1183747,98.8476,train,numeric,1,24,L1_S24,13641,1.1524
train_numeric,L1_S24_F1197,1170106,1183747,98.8476,train,numeric,1,24,L1_S24,13641,1.1524
train_numeric,L1_S24_F1202,1170106,1183747,98.8476,train,numeric,1,24,L1_S24,13641,1.1524
