feature,non_null_count,missing_count,missing_rate,present_rate,value_corr_with_response,abs_value_corr,missing_failure_rate,present_failure_rate,missing_signal_abs_diff,global_response_rate_reference
L1_S25_F2443,3615,1180132,0.9969461379838767,0.003053862016123343,-0.04550173373187557,0.04550173373187557,0.005809519613060234,0.00636237897648686,0.0005528593634266266,0.005780455124672923
L1_S24_F988,11834,1171913,0.9900029313696255,0.009997068630374528,0.04468697394965719,0.04468697394965719,0.00582125123622658,0.004816630049011323,0.001004621187215257,0.005780455124672923
L1_S24_F930,11834,1171913,0.9900029313696255,0.009997068630374528,-0.04463568266810883,0.04463568266810883,0.00582125123622658,0.004816630049011323,0.001004621187215257,0.005780455124672923
L1_S25_F2652,2154,1181593,0.9981803544169489,0.0018196455830511438,0.04379091488003654,0.04379091488003654,0.005816723694199272,0.002785515320334262,0.00303120837386501,0.005780455124672923
L1_S25_F2390,3598,1180149,0.9969604991607159,0.0030395008392840595,-0.04296675869767934,0.04296675869767934,0.0058051991740026045,0.007782101167315175,0.0019769019933125707,0.005780455124672923
L1_S25_F2287,3579,1180168,0.9969765498877716,0.0030234501122283763,-0.04252087334982355,0.04252087334982355,0.005810189735698646,0.006146968426934898,0.00033677869123625165,0.005780455124672923
L1_S24_F1844,132922,1050825,0.8877108030685611,0.1122891969314389,-0.04240127655926423,0.04240127655926423,0.005411938239002688,0.008967665247287883,0.0035557270082851944,0.005780455124672923
L1_S24_F1326,13563,1170184,0.988542315207557,0.011457684792443024,-0.042143827459561876,0.042143827459561876,0.005781996677445598,0.0083314900833149,0.0025494934058693025,0.005780455124672923
L1_S24_F816,12026,1171721,0.9898407345488521,0.01015926545114787,0.042061781522465744,0.042061781522465744,0.0058068430966074685,0.006236487610177948,0.0004296445135704794,0.005780455124672923
L1_S25_F2545,2147,1181600,0.9981862678427063,0.001813732157293746,0.04153752333651267,0.04153752333651267,0.0058200744752877455,0.0009315323707498836,0.004888542104537862,0.005780455124672923
L1_S25_F2380,3598,1180149,0.9969604991607159,0.0030395008392840595,0.04151796693647404,0.04151796693647404,0.0058051991740026045,0.007782101167315175,0.0019769019933125707,0.005780455124672923
L1_S24_F829,12026,1171721,0.9898407345488521,0.01015926545114787,0.04140053935323731,0.04140053935323731,0.0058068430966074685,0.006236487610177948,0.0004296445135704794,0.005780455124672923
L1_S25_F2525,2147,1181600,0.9981862678427063,0.001813732157293746,-0.04107217197614018,0.04107217197614018,0.0058200744752877455,0.0009315323707498836,0.004888542104537862,0.005780455124672923
L1_S24_F1000,11879,1171868,0.9899649164897567,0.010035083510243292,0.04104750561189933,0.04104750561189933,0.00581379472773384,0.00555602323427898,0.00025777149345485983,0.005780455124672923
L3_S38_F3952,27142,1156605,0.977071114013383,0.02292888598661702,0.04077919400168331,0.04077919400168331,0.005764284262993849,0.007810772971778056,0.0020464887087842075,0.005780455124672923
L1_S25_F2370,3598,1180149,0.9969604991607159,0.0030395008392840595,-0.040221460340719085,0.040221460340719085,0.0058051991740026045,0.007782101167315175,0.0019769019933125707,0.005780455124672923
L1_S25_F2767,2477,1181270,0.997907492057002,0.0020925079429979787,-0.039601745873404565,0.039601745873404565,0.0058073090825975435,0.007670569236980218,0.0018632601543826744,0.005780455124672923
L1_S25_F2554,2147,1181600,0.9981862678427063,0.001813732157293746,0.039119119336033584,0.039119119336033584,0.0058200744752877455,0.0009315323707498836,0.004888542104537862,0.005780455124672923
L1_S24_F1748,66500,1117247,0.9438224553050609,0.056177544694939074,0.038532656569350655,0.038532656569350655,0.00561200880378287,0.009157894736842104,0.0035458859330592344,0.005780455124672923
L1_S25_F2249,3579,1180168,0.9969765498877716,0.0030234501122283763,0.03819256176376934,0.03819256176376934,0.005810189735698646,0.006146968426934898,0.00033677869123625165,0.005780455124672923
L1_S24_F1036,11951,1171796,0.9899040926819667,0.010095907318033337,-0.03771999532114261,0.03771999532114261,0.00581585873309006,0.00535520040164003,0.0004606583314500298,0.005780455124672923
L2_S28_F3248,9583,1174164,0.9919045201381714,0.00809547986182857,0.036367028339510984,0.036367028339510984,0.005801574567096249,0.006991547532088072,0.0011899729649918235,0.005780455124672923
L1_S25_F2278,3579,1180168,0.9969765498877716,0.0030234501122283763,0.036344159204298156,0.036344159204298156,0.005810189735698646,0.006146968426934898,0.00033677869123625165,0.005780455124672923
L1_S24_F1713,66500,1117247,0.9438224553050609,0.056177544694939074,0.03590688558236245,0.03590688558236245,0.00561200880378287,0.009157894736842104,0.0035458859330592344,0.005780455124672923
L1_S25_F2857,8872,1174875,0.9925051552400977,0.007494844759902253,0.035403368575390955,0.035403368575390955,0.005815937865730397,0.005184851217312894,0.0006310866484175032,0.005780455124672923
L1_S25_F2437,3615,1180132,0.9969461379838767,0.003053862016123343,0.034901249225554994,0.034901249225554994,0.005809519613060234,0.00636237897648686,0.0005528593634266266,0.005780455124672923
L1_S24_F1718,66500,1117247,0.9438224553050609,0.056177544694939074,0.034778899163163485,0.034778899163163485,0.00561200880378287,0.009157894736842104,0.0035458859330592344,0.005780455124672923
L1_S25_F2579,2147,1181600,0.9981862678427063,0.001813732157293746,0.034337718585045154,0.034337718585045154,0.0058200744752877455,0.0009315323707498836,0.004888542104537862,0.005780455124672923
L1_S25_F2687,2168,1181579,0.9981685275654342,0.0018314724345658284,-0.034315936239745576,0.034315936239745576,0.005816792613951331,0.0027675276752767526,0.0030492649386745785,0.005780455124672923
L1_S25_F2637,2154,1181593,0.9981803544169489,0.0018196455830511438,0.03394255941096735,0.03394255941096735,0.005816723694199272,0.002785515320334262,0.00303120837386501,0.005780455124672923
L1_S24_F1494,27152,1156595,0.977062666262301,0.022937333737699017,-0.03345268567505746,0.03345268567505746,0.005772115563356231,0.007476428992339423,0.0017043134289831917,0.005780455124672923
L1_S25_F2697,2168,1181579,0.9981685275654342,0.0018314724345658284,0.03321445621008827,0.03321445621008827,0.005816792613951331,0.0027675276752767526,0.0030492649386745785,0.005780455124672923
L1_S24_F1498,27152,1156595,0.977062666262301,0.022937333737699017,-0.03292652816966039,0.03292652816966039,0.005772115563356231,0.007476428992339423,0.0017043134289831917,0.005780455124672923
L1_S24_F1207,13641,1170106,0.9884764227491178,0.011523577250882155,-0.03251703095354924,0.03251703095354924,0.0058011838243714675,0.006671065171175133,0.000869881346803666,0.005780455124672923
L1_S25_F2672,2168,1181579,0.9981685275654342,0.0018314724345658284,-0.032151722126146955,0.032151722126146955,0.005816792613951331,0.0027675276752767526,0.0030492649386745785,0.005780455124672923
L1_S25_F2960,8800,1174947,0.9925659790478878,0.007434020952112208,-0.0317983875019098,0.0317983875019098,0.005820688082100725,0.004545454545454545,0.0012752335366461795,0.005780455124672923
L1_S25_F2751,4268,1179479,0.9963944998382256,0.003605500161774411,0.031220960302788363,0.031220960302788363,0.0058254534417314765,0.0018744142455482662,0.00395103919618321,0.005780455124672923
L1_S25_F2346,3598,1180149,0.9969604991607159,0.0030395008392840595,0.030978197257937837,0.030978197257937837,0.0058051991740026045,0.007782101167315175,0.0019769019933125707,0.005780455124672923
L1_S25_F2464,7062,1176685,0.99403419818593,0.005965801814070026,-0.03056017708788828,0.03056017708788828,0.005803592295304181,0.007080147267063155,0.0012765549717589737,0.005780455124672923
L1_S24_F679,23862,1159885,0.9798419763682611,0.02015802363173891,0.028322207809568133,0.028322207809568133,0.005818680300202175,0.005447992624256139,0.0003706876759460359,0.005780455124672923
L1_S24_F1004,11879,1171868,0.9899649164897567,0.010035083510243292,0.028281390016041335,0.028281390016041335,0.00581379472773384,0.00555602323427898,0.00025777149345485983,0.005780455124672923
L1_S24_F691,23862,1159885,0.9798419763682611,0.02015802363173891,-0.02814484908818089,0.02814484908818089,0.005818680300202175,0.005447992624256139,0.0003706876759460359,0.005780455124672923
L1_S25_F2336,3598,1180149,0.9969604991607159,0.0030395008392840595,-0.028045427291103906,0.028045427291103906,0.0058051991740026045,0.007782101167315175,0.0019769019933125707,0.005780455124672923
L1_S24_F1122,27202,1156545,0.9770204275068912,0.02297957249310878,0.027684437682916164,0.027684437682916164,0.005772365104686804,0.007462686567164179,0.0016903214624773748,0.005780455124672923
L1_S24_F1490,27152,1156595,0.977062666262301,0.022937333737699017,-0.0273441507149718,0.0273441507149718,0.005772115563356231,0.007476428992339423,0.0017043134289831917,0.005780455124672923
L1_S24_F1102,23827,1159920,0.979871543497048,0.02012845650295203,-0.027338895700440128,0.027338895700440128,0.005818504724463756,0.005455995299450203,0.00036250942501355257,0.005780455124672923
L1_S25_F2408,3464,1180283,0.997073699025214,0.002926300974785967,0.02708182931336438,0.02708182931336438,0.005805387352016423,0.00779445727482679,0.0019890699228103667,0.005780455124672923
L1_S24_F1174,27197,1156550,0.9770246513824322,0.02297534861756778,-0.02703115692183753,0.02703115692183753,0.005772340149582811,0.007464058535867926,0.001691718386285115,0.005780455124672923
L1_S25_F2707,2168,1181579,0.9981685275654342,0.0018314724345658284,-0.02702311508294181,0.02702311508294181,0.005816792613951331,0.0027675276752767526,0.0030492649386745785,0.005780455124672923
L1_S24_F1609,66583,1117164,0.9437523389710808,0.056247661028919205,-0.027021516347290515,0.027021516347290515,0.005614215996935097,0.009116441133622696,0.003502225136687599,0.005780455124672923
L1_S25_F2915,8936,1174811,0.9924510896331733,0.0075489103668267,0.02701993529491355,0.02701993529491355,0.005814552298199455,0.005371530886302597,0.0004430214118968587,0.005780455124672923
L2_S28_F3237,9583,1174164,0.9919045201381714,0.00809547986182857,-0.02693441221810813,0.02693441221810813,0.005801574567096249,0.006991547532088072,0.0011899729649918235,0.005780455124672923
L1_S24_F998,11879,1171868,0.9899649164897567,0.010035083510243292,0.026858281759497293,0.026858281759497293,0.00581379472773384,0.00555602323427898,0.00025777149345485983,0.005780455124672923
L1_S24_F719,23637,1160110,0.9800320507676049,0.019967949232395088,-0.02646430035360898,0.02646430035360898,0.0058209997327839606,0.005330625713923087,0.0004903740188608738,0.005780455124672923
L1_S24_F1212,13641,1170106,0.9884764227491178,0.011523577250882155,-0.026456203534477304,0.026456203534477304,0.0058011838243714675,0.006671065171175133,0.000869881346803666,0.005780455124672923
L3_S49_F4206,29663,1154084,0.9749414359656244,0.025058564034375563,0.026349797749275535,0.026349797749275535,0.005832331095483517,0.00498938070997539,0.0008429503855081275,0.005780455124672923
L2_S28_F3303,9583,1174164,0.9919045201381714,0.00809547986182857,0.02633669999531057,0.02633669999531057,0.005801574567096249,0.006991547532088072,0.0011899729649918235,0.005780455124672923
L1_S24_F1031,11951,1171796,0.9899040926819667,0.010095907318033337,0.02605554210223896,0.02605554210223896,0.00581585873309006,0.00535520040164003,0.0004606583314500298,0.005780455124672923
L1_S25_F2886,8936,1174811,0.9924510896331733,0.0075489103668267,0.02582904726030831,0.02582904726030831,0.005814552298199455,0.005371530886302597,0.0004430214118968587,0.005780455124672923
L1_S25_F2414,3464,1180283,0.997073699025214,0.002926300974785967,0.02570831156412026,0.02570831156412026,0.005805387352016423,0.00779445727482679,0.0019890699228103667,0.005780455124672923
L1_S24_F1303,13563,1170184,0.988542315207557,0.011457684792443024,-0.02567653829397314,0.02567653829397314,0.005781996677445598,0.0083314900833149,0.0025494934058693025,0.005780455124672923
L1_S24_F795,23637,1160110,0.9800320507676049,0.019967949232395088,-0.025673023430711425,0.025673023430711425,0.0058209997327839606,0.005330625713923087,0.0004903740188608738,0.005780455124672923
L1_S24_F1842,132922,1050825,0.8877108030685611,0.1122891969314389,-0.025524649051893732,0.025524649051893732,0.005411938239002688,0.008967665247287883,0.0035557270082851944,0.005780455124672923
L1_S24_F1700,66500,1117247,0.9438224553050609,0.056177544694939074,-0.02531582486040625,0.02531582486040625,0.00561200880378287,0.009157894736842104,0.0035458859330592344,0.005780455124672923
L1_S24_F963,11834,1171913,0.9900029313696255,0.009997068630374528,0.025312062646250286,0.025312062646250286,0.00582125123622658,0.004816630049011323,0.001004621187215257,0.005780455124672923
L1_S25_F2726,2117,1181630,0.9982116110959521,0.0017883889040478662,0.02527616312808741,0.02527616312808741,0.005819926711407124,0.000944733112895607,0.004875193598511516,0.005780455124672923
L1_S24_F1478,27152,1156595,0.977062666262301,0.022937333737699017,0.02512635774482169,0.02512635774482169,0.005772115563356231,0.007476428992339423,0.0017043134289831917,0.005780455124672923
L1_S24_F1176,27197,1156550,0.9770246513824322,0.02297534861756778,0.025083586137581923,0.025083586137581923,0.005772340149582811,0.007464058535867926,0.001691718386285115,0.005780455124672923
L1_S24_F1622,66583,1117164,0.9437523389710808,0.056247661028919205,0.025055063367828985,0.025055063367828985,0.005614215996935097,0.009116441133622696,0.003502225136687599,0.005780455124672923
L1_S24_F1474,27152,1156595,0.977062666262301,0.022937333737699017,0.025026456552759122,0.025026456552759122,0.005772115563356231,0.007476428992339423,0.0017043134289831917,0.005780455124672923
L1_S24_F1166,27197,1156550,0.9770246513824322,0.02297534861756778,0.024975940192747886,0.024975940192747886,0.005772340149582811,0.007464058535867926,0.001691718386285115,0.005780455124672923
L1_S25_F2608,2154,1181593,0.9981803544169489,0.0018196455830511438,0.024872045180488,0.024872045180488,0.005816723694199272,0.002785515320334262,0.00303120837386501,0.005780455124672923
L3_S49_F4211,29663,1154084,0.9749414359656244,0.025058564034375563,-0.024805964430384443,0.024805964430384443,0.005832331095483517,0.00498938070997539,0.0008429503855081275,0.005780455124672923
L1_S24_F1778,66484,1117263,0.9438359717067921,0.05616402829320788,0.02457804467678956,0.02457804467678956,0.0056020829473454326,0.009325552012514289,0.0037234690651688565,0.005780455124672923
L1_S24_F958,11834,1171913,0.9900029313696255,0.009997068630374528,-0.02444621368041405,0.02444621368041405,0.00582125123622658,0.004816630049011323,0.001004621187215257,0.005780455124672923
L1_S24_F746,23637,1160110,0.9800320507676049,0.019967949232395088,-0.02432320390123409,0.02432320390123409,0.0058209997327839606,0.005330625713923087,0.0004903740188608738,0.005780455124672923
L1_S24_F785,23637,1160110,0.9800320507676049,0.019967949232395088,-0.024317634598901457,0.024317634598901457,0.0058209997327839606,0.005330625713923087,0.0004903740188608738,0.005780455124672923
L1_S24_F780,23637,1160110,0.9800320507676049,0.019967949232395088,-0.024317631205733516,0.024317631205733516,0.0058209997327839606,0.005330625713923087,0.0004903740188608738,0.005780455124672923
L1_S24_F766,23637,1160110,0.9800320507676049,0.019967949232395088,-0.02429227257492025,0.02429227257492025,0.0058209997327839606,0.005330625713923087,0.0004903740188608738,0.005780455124672923
L1_S24_F775,23637,1160110,0.9800320507676049,0.019967949232395088,-0.02428955954403427,0.02428955954403427,0.0058209997327839606,0.005330625713923087,0.0004903740188608738,0.005780455124672923
L2_S27_F3144,120729,1063018,0.8980111459627775,0.10198885403722247,-0.02426284777150296,0.02426284777150296,0.005697927974879071,0.006808637527023333,0.0011107095521442623,0.005780455124672923
L1_S24_F814,23839,1159908,0.9798614061957496,0.020138593804250426,-0.02425166073414367,0.02425166073414367,0.0058185649206661215,0.005453248877889174,0.00036531604277694786,0.005780455124672923
L1_S24_F1657,66583,1117164,0.9437523389710808,0.056247661028919205,0.02409224621391414,0.02409224621391414,0.005614215996935097,0.009116441133622696,0.003502225136687599,0.005780455124672923
L1_S25_F2667,2154,1181593,0.9981803544169489,0.0018196455830511438,-0.024073233388214387,0.024073233388214387,0.005816723694199272,0.002785515320334262,0.00303120837386501,0.005780455124672923
L1_S25_F2714,2117,1181630,0.9982116110959521,0.0017883889040478662,0.02382945079851975,0.02382945079851975,0.005819926711407124,0.000944733112895607,0.004875193598511516,0.005780455124672923
L1_S25_F2237,7149,1176598,0.993960702751517,0.0060392972484829555,0.023606057589273106,0.023606057589273106,0.005804021424479729,0.006993985172751434,0.0011899637482717055,0.005780455124672923
L1_S25_F2990,8800,1174947,0.9925659790478878,0.007434020952112208,0.02351637265413731,0.02351637265413731,0.005820688082100725,0.004545454545454545,0.0012752335366461795,0.005780455124672923
L1_S24_F1627,66583,1117164,0.9437523389710808,0.056247661028919205,0.023472868386800134,0.023472868386800134,0.005614215996935097,0.009116441133622696,0.003502225136687599,0.005780455124672923
L1_S24_F1126,27202,1156545,0.9770204275068912,0.02297957249310878,-0.02346040619477299,0.02346040619477299,0.005772365104686804,0.007462686567164179,0.0016903214624773748,0.005780455124672923
L1_S25_F2466,7062,1176685,0.99403419818593,0.005965801814070026,0.023437199607846883,0.023437199607846883,0.005803592295304181,0.007080147267063155,0.0012765549717589737,0.005780455124672923
L1_S24_F1814,66466,1117281,0.9438511776587396,0.056148822341260396,0.02342873600601522,0.02342873600601522,0.005644954134188266,0.00860590377034875,0.0029609496361604837,0.005780455124672923
L1_S25_F2458,7062,1176685,0.99403419818593,0.005965801814070026,0.023400194799457572,0.023400194799457572,0.005803592295304181,0.007080147267063155,0.0012765549717589737,0.005780455124672923
L1_S25_F2449,7062,1176685,0.99403419818593,0.005965801814070026,0.02325186540576818,0.02325186540576818,0.005803592295304181,0.007080147267063155,0.0012765549717589737,0.005780455124672923
L1_S25_F2808,8872,1174875,0.9925051552400977,0.007494844759902253,-0.023188725377473338,0.023188725377473338,0.005815937865730397,0.005184851217312894,0.0006310866484175032,0.005780455124672923
L1_S25_F2021,27528,1156219,0.9767450308216198,0.023254969178380214,-0.02311723035284814,0.02311723035284814,0.005829345478667969,0.00504940424295263,0.0007799412357153389,0.005780455124672923
L1_S24_F1172,27197,1156550,0.9770246513824322,0.02297534861756778,-0.023025431095962532,0.023025431095962532,0.005772340149582811,0.007464058535867926,0.001691718386285115,0.005780455124672923
L1_S24_F1083,23827,1159920,0.979871543497048,0.02012845650295203,0.023005151010538877,0.023005151010538877,0.005818504724463756,0.005455995299450203,0.00036250942501355257,0.005780455124672923
L1_S24_F812,23839,1159908,0.9798614061957496,0.020138593804250426,0.022970922290749658,0.022970922290749658,0.0058185649206661215,0.005453248877889174,0.00036531604277694786,0.005780455124672923
L1_S24_F1170,27197,1156550,0.9770246513824322,0.02297534861756778,-0.022869165131276424,0.022869165131276424,0.005772340149582811,0.007464058535867926,0.001691718386285115,0.005780455124672923
L1_S25_F2732,4268,1179479,0.9963944998382256,0.003605500161774411,-0.022678080367190337,0.022678080367190337,0.0058254534417314765,0.0018744142455482662,0.00395103919618321,0.005780455124672923
L1_S24_F993,11834,1171913,0.9900029313696255,0.009997068630374528,-0.022647776416745334,0.022647776416745334,0.00582125123622658,0.004816630049011323,0.001004621187215257,0.005780455124672923
L2_S28_F3255,9583,1174164,0.9919045201381714,0.00809547986182857,0.022588114466247707,0.022588114466247707,0.005801574567096249,0.006991547532088072,0.0011899729649918235,0.005780455124672923
L3_S29_F3351,1119629,64118,0.05416529038721957,0.9458347096127804,-0.022489369672905747,0.022489369672905747,0.005193549393306092,0.005846579536614361,0.0006530301433082687,0.005780455124672923
L3_S29_F3458,1119629,64118,0.05416529038721957,0.9458347096127804,-0.022489369672905747,0.022489369672905747,0.005193549393306092,0.005846579536614361,0.0006530301433082687,0.005780455124672923
L1_S25_F2749,4268,1179479,0.9963944998382256,0.003605500161774411,-0.0223816043467066,0.0223816043467066,0.0058254534417314765,0.0018744142455482662,0.00395103919618321,0.005780455124672923
L1_S25_F2950,8936,1174811,0.9924510896331733,0.0075489103668267,0.022134053407832442,0.022134053407832442,0.005814552298199455,0.005371530886302597,0.0004430214118968587,0.005780455124672923
L1_S24_F1565,132908,1050839,0.8877226299200758,0.11227737007992422,0.022078889190758556,0.022078889190758556,0.005411866137438751,0.008968609865470852,0.003556743728032101,0.005780455124672923
L1_S24_F1838,132922,1050825,0.8877108030685611,0.1122891969314389,0.022058025268850638,0.022058025268850638,0.005411938239002688,0.008967665247287883,0.0035557270082851944,0.005780455124672923
L1_S24_F1270,13641,1170106,0.9884764227491178,0.011523577250882155,-0.021868011700871874,0.021868011700871874,0.0058011838243714675,0.006671065171175133,0.000869881346803666,0.005780455124672923
L1_S24_F808,23836,1159911,0.9798639405210742,0.020136059478925827,-0.021512959262548783,0.021512959262548783,0.005819412006610852,0.005411981876153717,0.00040743013045713497,0.005780455124672923
L1_S24_F1467,27152,1156595,0.977062666262301,0.022937333737699017,-0.02126174703062715,0.02126174703062715,0.005772115563356231,0.007476428992339423,0.0017043134289831917,0.005780455124672923
L1_S25_F3007,8973,1174774,0.9924198329541701,0.0075801670458298664,0.021230565720626652,0.021230565720626652,0.005809628064632006,0.006018054162487462,0.00020842609785545578,0.005780455124672923
L1_S24_F1145,27177,1156570,0.9770415468845961,0.0229584531154039,-0.02123002154486724,0.02123002154486724,0.0057722403313245196,0.007469551458954263,0.0016973111276297435,0.005780455124672923
L1_S25_F2584,2147,1181600,0.9981862678427063,0.001813732157293746,0.02083346687334446,0.02083346687334446,0.0058200744752877455,0.0009315323707498836,0.004888542104537862,0.005780455124672923
L1_S25_F2417,3464,1180283,0.997073699025214,0.002926300974785967,0.020811089431391632,0.020811089431391632,0.005805387352016423,0.00779445727482679,0.0019890699228103667,0.005780455124672923
L1_S25_F2026,27528,1156219,0.9767450308216198,0.023254969178380214,-0.020564521655992082,0.020564521655992082,0.005829345478667969,0.00504940424295263,0.0007799412357153389,0.005780455124672923
L2_S27_F3133,120729,1063018,0.8980111459627775,0.10198885403722247,-0.02048140091920337,0.02048140091920337,0.005697927974879071,0.006808637527023333,0.0011107095521442623,0.005780455124672923
L1_S25_F2535,2147,1181600,0.9981862678427063,0.001813732157293746,0.020472160865665806,0.020472160865665806,0.0058200744752877455,0.0009315323707498836,0.004888542104537862,0.005780455124672923
L1_S24_F1578,132906,1050841,0.8877243194702922,0.11227568052970782,-0.020447360106291244,0.020447360106291244,0.005411855837372162,0.008968744827171084,0.003556888989798922,0.005780455124672923
L1_S24_F806,23836,1159911,0.9798639405210742,0.020136059478925827,-0.020434730563519566,0.020434730563519566,0.005819412006610852,0.005411981876153717,0.00040743013045713497,0.005780455124672923
L1_S25_F2569,2147,1181600,0.9981862678427063,0.001813732157293746,0.020397321614085296,0.020397321614085296,0.0058200744752877455,0.0009315323707498836,0.004888542104537862,0.005780455124672923
L1_S25_F2181,1243,1182504,0.9989499445405141,0.001050055459485888,-0.02038328798770599,0.02038328798770599,0.005813933821788341,0.003218020917135961,0.0025959129046523796,0.005780455124672923
