source,target,relationship,weight,transition_count,failure_evidence
line:L3,station:L3_S29,CONTAINS_STATION,1.0,0.0,0.0
line:L3,station:L3_S30,CONTAINS_STATION,1.0,0.0,0.0
line:L3,station:L3_S31,CONTAINS_STATION,1.0,0.0,0.0
line:L3,station:L3_S32,CONTAINS_STATION,1.0,0.0,0.0
line:L3,station:L3_S33,CONTAINS_STATION,1.0,0.0,0.0
line:L3,station:L3_S34,CONTAINS_STATION,1.0,0.0,0.0
line:L3,station:L3_S35,CONTAINS_STATION,1.0,0.0,0.0
line:L3,station:L3_S36,CONTAINS_STATION,1.0,0.0,0.0
line:L3,station:L3_S37,CONTAINS_STATION,1.0,0.0,0.0
line:L3,station:L3_S38,CONTAINS_STATION,1.0,0.0,0.0
line:L3,station:L3_S39,CONTAINS_STATION,1.0,0.0,0.0
line:L3,station:L3_S40,CONTAINS_STATION,1.0,0.0,0.0
line:L3,station:L3_S41,CONTAINS_STATION,1.0,0.0,0.0
line:L3,station:L3_S42,CONTAINS_STATION,1.0,0.0,0.0
line:L3,station:L3_S43,CONTAINS_STATION,1.0,0.0,0.0
line:L3,station:L3_S44,CONTAINS_STATION,1.0,0.0,0.0
line:L3,station:L3_S45,CONTAINS_STATION,1.0,0.0,0.0
line:L3,station:L3_S46,CONTAINS_STATION,1.0,0.0,0.0
line:L3,station:L3_S47,CONTAINS_STATION,1.0,0.0,0.0
line:L3,station:L3_S48,CONTAINS_STATION,1.0,0.0,0.0
line:L3,station:L3_S49,CONTAINS_STATION,1.0,0.0,0.0
line:L3,station:L3_S50,CONTAINS_STATION,1.0,0.0,0.0
line:L3,station:L3_S51,CONTAINS_STATION,1.0,0.0,0.0
station:L0_S0,feature:L0_S0_D1,HAS_FEATURE,1.0,0.0,0.0
station:L0_S0,feature:L0_S0_D11,HAS_FEATURE,1.0,0.0,0.0
station:L0_S0,feature:L0_S0_D13,HAS_FEATURE,1.0,0.0,0.0
station:L0_S0,feature:L0_S0_D15,HAS_FEATURE,1.0,0.0,0.0
station:L0_S0,feature:L0_S0_D17,HAS_FEATURE,1.0,0.0,0.0
station:L0_S0,feature:L0_S0_D19,HAS_FEATURE,1.0,0.0,0.0
station:L0_S0,feature:L0_S0_D21,HAS_FEATURE,1.0,0.0,0.0
station:L0_S0,feature:L0_S0_D23,HAS_FEATURE,1.0,0.0,0.0
station:L0_S0,feature:L0_S0_D3,HAS_FEATURE,1.0,0.0,0.0
station:L0_S0,feature:L0_S0_D5,HAS_FEATURE,1.0,0.0,0.0
station:L0_S0,feature:L0_S0_D7,HAS_FEATURE,1.0,0.0,0.0
station:L0_S0,feature:L0_S0_D9,HAS_FEATURE,1.0,0.0,0.0
station:L0_S0,feature:L0_S0_F0,HAS_FEATURE,1.0,0.0,0.0
station:L0_S0,feature:L0_S0_F10,HAS_FEATURE,1.0,0.0,0.0
station:L0_S0,feature:L0_S0_F12,HAS_FEATURE,1.0,0.0,0.0
station:L0_S0,feature:L0_S0_F14,HAS_FEATURE,1.0,0.0,0.0
station:L0_S0,feature:L0_S0_F16,HAS_FEATURE,1.0,0.0,0.0
station:L0_S0,feature:L0_S0_F18,HAS_FEATURE,1.0,0.0,0.0
station:L0_S0,feature:L0_S0_F2,HAS_FEATURE,1.0,0.0,0.0
station:L0_S0,feature:L0_S0_F20,HAS_FEATURE,1.0,0.0,0.0
station:L0_S0,feature:L0_S0_F22,HAS_FEATURE,1.0,0.0,0.0
station:L0_S0,feature:L0_S0_F4,HAS_FEATURE,1.0,0.0,0.0
station:L0_S0,feature:L0_S0_F6,HAS_FEATURE,1.0,0.0,0.0
station:L0_S0,feature:L0_S0_F8,HAS_FEATURE,1.0,0.0,0.0
station:L0_S10,feature:L0_S10_D216,HAS_FEATURE,1.0,0.0,0.0
station:L0_S10,feature:L0_S10_D221,HAS_FEATURE,1.0,0.0,0.0
station:L0_S10,feature:L0_S10_D226,HAS_FEATURE,1.0,0.0,0.0
station:L0_S10,feature:L0_S10_D231,HAS_FEATURE,1.0,0.0,0.0
station:L0_S10,feature:L0_S10_D236,HAS_FEATURE,1.0,0.0,0.0
station:L0_S10,feature:L0_S10_D241,HAS_FEATURE,1.0,0.0,0.0
station:L0_S10,feature:L0_S10_D246,HAS_FEATURE,1.0,0.0,0.0
station:L0_S10,feature:L0_S10_D251,HAS_FEATURE,1.0,0.0,0.0
station:L0_S10,feature:L0_S10_D256,HAS_FEATURE,1.0,0.0,0.0
station:L0_S10,feature:L0_S10_D261,HAS_FEATURE,1.0,0.0,0.0
station:L0_S10,feature:L0_S10_D266,HAS_FEATURE,1.0,0.0,0.0
station:L0_S10,feature:L0_S10_D271,HAS_FEATURE,1.0,0.0,0.0
station:L0_S10,feature:L0_S10_D276,HAS_FEATURE,1.0,0.0,0.0
station:L0_S10,feature:L0_S10_F215,HAS_FEATURE,1.0,0.0,0.0
feature:L0_S10_F215,failure:Response_1,MODEL_ASSOCIATED_WITH_FAILURE,0.0014045311196333,0.0,0.0014045311196333
station:L0_S10,feature:L0_S10_F217,HAS_FEATURE,1.0,0.0,0.0
station:L0_S10,feature:L0_S10_F218,HAS_FEATURE,1.0,0.0,0.0
station:L0_S10,feature:L0_S10_F219,HAS_FEATURE,1.0,0.0,0.0
station:L0_S10,feature:L0_S10_F220,HAS_FEATURE,1.0,0.0,0.0
station:L0_S10,feature:L0_S10_F222,HAS_FEATURE,1.0,0.0,0.0
station:L0_S10,feature:L0_S10_F223,HAS_FEATURE,1.0,0.0,0.0
station:L0_S10,feature:L0_S10_F224,HAS_FEATURE,1.0,0.0,0.0
station:L0_S10,feature:L0_S10_F225,HAS_FEATURE,1.0,0.0,0.0
station:L0_S10,feature:L0_S10_F227,HAS_FEATURE,1.0,0.0,0.0
station:L0_S10,feature:L0_S10_F228,HAS_FEATURE,1.0,0.0,0.0
station:L0_S10,feature:L0_S10_F229,HAS_FEATURE,1.0,0.0,0.0
station:L0_S10,feature:L0_S10_F230,HAS_FEATURE,1.0,0.0,0.0
station:L0_S10,feature:L0_S10_F232,HAS_FEATURE,1.0,0.0,0.0
station:L0_S10,feature:L0_S10_F233,HAS_FEATURE,1.0,0.0,0.0
station:L0_S10,feature:L0_S10_F234,HAS_FEATURE,1.0,0.0,0.0
station:L0_S10,feature:L0_S10_F235,HAS_FEATURE,1.0,0.0,0.0
station:L0_S10,feature:L0_S10_F237,HAS_FEATURE,1.0,0.0,0.0
station:L0_S10,feature:L0_S10_F238,HAS_FEATURE,1.0,0.0,0.0
station:L0_S10,feature:L0_S10_F239,HAS_FEATURE,1.0,0.0,0.0
station:L0_S10,feature:L0_S10_F240,HAS_FEATURE,1.0,0.0,0.0
station:L0_S10,feature:L0_S10_F242,HAS_FEATURE,1.0,0.0,0.0
station:L0_S10,feature:L0_S10_F243,HAS_FEATURE,1.0,0.0,0.0
station:L0_S10,feature:L0_S10_F244,HAS_FEATURE,1.0,0.0,0.0
station:L0_S10,feature:L0_S10_F245,HAS_FEATURE,1.0,0.0,0.0
station:L0_S10,feature:L0_S10_F247,HAS_FEATURE,1.0,0.0,0.0
station:L0_S10,feature:L0_S10_F248,HAS_FEATURE,1.0,0.0,0.0
station:L0_S10,feature:L0_S10_F249,HAS_FEATURE,1.0,0.0,0.0
station:L0_S10,feature:L0_S10_F250,HAS_FEATURE,1.0,0.0,0.0
station:L0_S10,feature:L0_S10_F252,HAS_FEATURE,1.0,0.0,0.0
station:L0_S10,feature:L0_S10_F253,HAS_FEATURE,1.0,0.0,0.0
station:L0_S10,feature:L0_S10_F254,HAS_FEATURE,1.0,0.0,0.0
station:L0_S10,feature:L0_S10_F255,HAS_FEATURE,1.0,0.0,0.0
station:L0_S10,feature:L0_S10_F257,HAS_FEATURE,1.0,0.0,0.0
station:L0_S10,feature:L0_S10_F258,HAS_FEATURE,1.0,0.0,0.0
station:L0_S10,feature:L0_S10_F259,HAS_FEATURE,1.0,0.0,0.0
station:L0_S10,feature:L0_S10_F260,HAS_FEATURE,1.0,0.0,0.0
station:L0_S10,feature:L0_S10_F262,HAS_FEATURE,1.0,0.0,0.0
station:L0_S10,feature:L0_S10_F263,HAS_FEATURE,1.0,0.0,0.0
station:L0_S10,feature:L0_S10_F264,HAS_FEATURE,1.0,0.0,0.0
station:L0_S10,feature:L0_S10_F265,HAS_FEATURE,1.0,0.0,0.0
station:L0_S10,feature:L0_S10_F267,HAS_FEATURE,1.0,0.0,0.0
station:L0_S10,feature:L0_S10_F268,HAS_FEATURE,1.0,0.0,0.0
station:L0_S10,feature:L0_S10_F269,HAS_FEATURE,1.0,0.0,0.0
station:L0_S10,feature:L0_S10_F270,HAS_FEATURE,1.0,0.0,0.0
station:L0_S10,feature:L0_S10_F272,HAS_FEATURE,1.0,0.0,0.0
station:L0_S10,feature:L0_S10_F273,HAS_FEATURE,1.0,0.0,0.0
station:L0_S10,feature:L0_S10_F274,HAS_FEATURE,1.0,0.0,0.0
station:L0_S10,feature:L0_S10_F275,HAS_FEATURE,1.0,0.0,0.0
station:L0_S10,feature:L0_S10_F277,HAS_FEATURE,1.0,0.0,0.0
station:L0_S10,feature:L0_S10_F278,HAS_FEATURE,1.0,0.0,0.0
station:L0_S11,feature:L0_S11_D280,HAS_FEATURE,1.0,0.0,0.0
station:L0_S11,feature:L0_S11_D284,HAS_FEATURE,1.0,0.0,0.0
station:L0_S11,feature:L0_S11_D288,HAS_FEATURE,1.0,0.0,0.0
station:L0_S11,feature:L0_S11_D292,HAS_FEATURE,1.0,0.0,0.0
station:L0_S11,feature:L0_S11_D296,HAS_FEATURE,1.0,0.0,0.0
station:L0_S11,feature:L0_S11_D300,HAS_FEATURE,1.0,0.0,0.0
station:L0_S11,feature:L0_S11_D304,HAS_FEATURE,1.0,0.0,0.0
station:L0_S11,feature:L0_S11_D308,HAS_FEATURE,1.0,0.0,0.0
station:L0_S11,feature:L0_S11_D312,HAS_FEATURE,1.0,0.0,0.0
station:L0_S11,feature:L0_S11_D316,HAS_FEATURE,1.0,0.0,0.0
station:L0_S11,feature:L0_S11_D320,HAS_FEATURE,1.0,0.0,0.0
station:L0_S11,feature:L0_S11_D324,HAS_FEATURE,1.0,0.0,0.0
station:L0_S11,feature:L0_S11_D328,HAS_FEATURE,1.0,0.0,0.0
station:L0_S11,feature:L0_S11_F279,HAS_FEATURE,1.0,0.0,0.0
station:L0_S11,feature:L0_S11_F281,HAS_FEATURE,1.0,0.0,0.0
station:L0_S11,feature:L0_S11_F282,HAS_FEATURE,1.0,0.0,0.0
station:L0_S11,feature:L0_S11_F283,HAS_FEATURE,1.0,0.0,0.0
station:L0_S11,feature:L0_S11_F285,HAS_FEATURE,1.0,0.0,0.0
station:L0_S11,feature:L0_S11_F286,HAS_FEATURE,1.0,0.0,0.0
station:L0_S11,feature:L0_S11_F287,HAS_FEATURE,1.0,0.0,0.0
station:L0_S11,feature:L0_S11_F289,HAS_FEATURE,1.0,0.0,0.0
station:L0_S11,feature:L0_S11_F290,HAS_FEATURE,1.0,0.0,0.0
station:L0_S11,feature:L0_S11_F291,HAS_FEATURE,1.0,0.0,0.0
station:L0_S11,feature:L0_S11_F293,HAS_FEATURE,1.0,0.0,0.0
station:L0_S11,feature:L0_S11_F294,HAS_FEATURE,1.0,0.0,0.0
station:L0_S11,feature:L0_S11_F295,HAS_FEATURE,1.0,0.0,0.0
station:L0_S11,feature:L0_S11_F297,HAS_FEATURE,1.0,0.0,0.0
station:L0_S11,feature:L0_S11_F298,HAS_FEATURE,1.0,0.0,0.0
station:L0_S11,feature:L0_S11_F299,HAS_FEATURE,1.0,0.0,0.0
station:L0_S11,feature:L0_S11_F301,HAS_FEATURE,1.0,0.0,0.0
station:L0_S11,feature:L0_S11_F302,HAS_FEATURE,1.0,0.0,0.0
station:L0_S11,feature:L0_S11_F303,HAS_FEATURE,1.0,0.0,0.0
station:L0_S11,feature:L0_S11_F305,HAS_FEATURE,1.0,0.0,0.0
station:L0_S11,feature:L0_S11_F306,HAS_FEATURE,1.0,0.0,0.0
station:L0_S11,feature:L0_S11_F307,HAS_FEATURE,1.0,0.0,0.0
station:L0_S11,feature:L0_S11_F309,HAS_FEATURE,1.0,0.0,0.0
station:L0_S11,feature:L0_S11_F310,HAS_FEATURE,1.0,0.0,0.0
station:L0_S11,feature:L0_S11_F311,HAS_FEATURE,1.0,0.0,0.0
station:L0_S11,feature:L0_S11_F313,HAS_FEATURE,1.0,0.0,0.0
station:L0_S11,feature:L0_S11_F314,HAS_FEATURE,1.0,0.0,0.0
station:L0_S11,feature:L0_S11_F315,HAS_FEATURE,1.0,0.0,0.0
station:L0_S11,feature:L0_S11_F317,HAS_FEATURE,1.0,0.0,0.0
station:L0_S11,feature:L0_S11_F318,HAS_FEATURE,1.0,0.0,0.0
station:L0_S11,feature:L0_S11_F319,HAS_FEATURE,1.0,0.0,0.0
station:L0_S11,feature:L0_S11_F321,HAS_FEATURE,1.0,0.0,0.0
station:L0_S11,feature:L0_S11_F322,HAS_FEATURE,1.0,0.0,0.0
station:L0_S11,feature:L0_S11_F323,HAS_FEATURE,1.0,0.0,0.0
station:L0_S11,feature:L0_S11_F325,HAS_FEATURE,1.0,0.0,0.0
station:L0_S11,feature:L0_S11_F326,HAS_FEATURE,1.0,0.0,0.0
station:L0_S11,feature:L0_S11_F327,HAS_FEATURE,1.0,0.0,0.0
station:L0_S11,feature:L0_S11_F329,HAS_FEATURE,1.0,0.0,0.0
station:L0_S12,feature:L0_S12_D331,HAS_FEATURE,1.0,0.0,0.0
station:L0_S12,feature:L0_S12_D333,HAS_FEATURE,1.0,0.0,0.0
station:L0_S12,feature:L0_S12_D335,HAS_FEATURE,1.0,0.0,0.0
station:L0_S12,feature:L0_S12_D337,HAS_FEATURE,1.0,0.0,0.0
station:L0_S12,feature:L0_S12_D339,HAS_FEATURE,1.0,0.0,0.0
station:L0_S12,feature:L0_S12_D341,HAS_FEATURE,1.0,0.0,0.0
station:L0_S12,feature:L0_S12_D343,HAS_FEATURE,1.0,0.0,0.0
station:L0_S12,feature:L0_S12_D345,HAS_FEATURE,1.0,0.0,0.0
station:L0_S12,feature:L0_S12_D347,HAS_FEATURE,1.0,0.0,0.0
station:L0_S12,feature:L0_S12_D349,HAS_FEATURE,1.0,0.0,0.0
station:L0_S12,feature:L0_S12_D351,HAS_FEATURE,1.0,0.0,0.0
station:L0_S12,feature:L0_S12_D353,HAS_FEATURE,1.0,0.0,0.0
station:L0_S12,feature:L0_S12_F330,HAS_FEATURE,1.0,0.0,0.0
station:L0_S12,feature:L0_S12_F332,HAS_FEATURE,1.0,0.0,0.0
station:L0_S12,feature:L0_S12_F334,HAS_FEATURE,1.0,0.0,0.0
station:L0_S12,feature:L0_S12_F336,HAS_FEATURE,1.0,0.0,0.0
station:L0_S12,feature:L0_S12_F338,HAS_FEATURE,1.0,0.0,0.0
station:L0_S12,feature:L0_S12_F340,HAS_FEATURE,1.0,0.0,0.0
station:L0_S12,feature:L0_S12_F342,HAS_FEATURE,1.0,0.0,0.0
station:L0_S12,feature:L0_S12_F344,HAS_FEATURE,1.0,0.0,0.0
station:L0_S12,feature:L0_S12_F346,HAS_FEATURE,1.0,0.0,0.0
station:L0_S12,feature:L0_S12_F348,HAS_FEATURE,1.0,0.0,0.0
station:L0_S12,feature:L0_S12_F350,HAS_FEATURE,1.0,0.0,0.0
station:L0_S12,feature:L0_S12_F352,HAS_FEATURE,1.0,0.0,0.0
station:L0_S13,feature:L0_S13_D355,HAS_FEATURE,1.0,0.0,0.0
station:L0_S13,feature:L0_S13_D357,HAS_FEATURE,1.0,0.0,0.0
station:L0_S13,feature:L0_S13_F354,HAS_FEATURE,1.0,0.0,0.0
station:L0_S13,feature:L0_S13_F356,HAS_FEATURE,1.0,0.0,0.0
station:L0_S14,feature:L0_S14_D360,HAS_FEATURE,1.0,0.0,0.0
station:L0_S14,feature:L0_S14_D364,HAS_FEATURE,1.0,0.0,0.0
station:L0_S14,feature:L0_S14_D368,HAS_FEATURE,1.0,0.0,0.0
station:L0_S14,feature:L0_S14_D372,HAS_FEATURE,1.0,0.0,0.0
station:L0_S14,feature:L0_S14_D376,HAS_FEATURE,1.0,0.0,0.0
station:L0_S14,feature:L0_S14_D380,HAS_FEATURE,1.0,0.0,0.0
station:L0_S14,feature:L0_S14_D384,HAS_FEATURE,1.0,0.0,0.0
station:L0_S14,feature:L0_S14_D388,HAS_FEATURE,1.0,0.0,0.0
station:L0_S14,feature:L0_S14_D392,HAS_FEATURE,1.0,0.0,0.0
station:L0_S14,feature:L0_S14_F358,HAS_FEATURE,1.0,0.0,0.0
station:L0_S14,feature:L0_S14_F359,HAS_FEATURE,1.0,0.0,0.0
station:L0_S14,feature:L0_S14_F361,HAS_FEATURE,1.0,0.0,0.0
station:L0_S14,feature:L0_S14_F362,HAS_FEATURE,1.0,0.0,0.0
station:L0_S14,feature:L0_S14_F363,HAS_FEATURE,1.0,0.0,0.0
station:L0_S14,feature:L0_S14_F365,HAS_FEATURE,1.0,0.0,0.0
station:L0_S14,feature:L0_S14_F366,HAS_FEATURE,1.0,0.0,0.0
station:L0_S14,feature:L0_S14_F367,HAS_FEATURE,1.0,0.0,0.0
station:L0_S14,feature:L0_S14_F369,HAS_FEATURE,1.0,0.0,0.0
station:L0_S14,feature:L0_S14_F370,HAS_FEATURE,1.0,0.0,0.0
station:L0_S14,feature:L0_S14_F371,HAS_FEATURE,1.0,0.0,0.0
station:L0_S14,feature:L0_S14_F373,HAS_FEATURE,1.0,0.0,0.0
station:L0_S14,feature:L0_S14_F374,HAS_FEATURE,1.0,0.0,0.0
station:L0_S14,feature:L0_S14_F375,HAS_FEATURE,1.0,0.0,0.0
station:L0_S14,feature:L0_S14_F377,HAS_FEATURE,1.0,0.0,0.0
station:L0_S14,feature:L0_S14_F378,HAS_FEATURE,1.0,0.0,0.0
station:L0_S14,feature:L0_S14_F379,HAS_FEATURE,1.0,0.0,0.0
station:L0_S14,feature:L0_S14_F381,HAS_FEATURE,1.0,0.0,0.0
station:L0_S14,feature:L0_S14_F382,HAS_FEATURE,1.0,0.0,0.0
station:L0_S14,feature:L0_S14_F383,HAS_FEATURE,1.0,0.0,0.0
station:L0_S14,feature:L0_S14_F385,HAS_FEATURE,1.0,0.0,0.0
station:L0_S14,feature:L0_S14_F386,HAS_FEATURE,1.0,0.0,0.0
station:L0_S14,feature:L0_S14_F387,HAS_FEATURE,1.0,0.0,0.0
station:L0_S14,feature:L0_S14_F389,HAS_FEATURE,1.0,0.0,0.0
station:L0_S14,feature:L0_S14_F390,HAS_FEATURE,1.0,0.0,0.0
station:L0_S14,feature:L0_S14_F391,HAS_FEATURE,1.0,0.0,0.0
station:L0_S14,feature:L0_S14_F393,HAS_FEATURE,1.0,0.0,0.0
station:L0_S15,feature:L0_S15_D395,HAS_FEATURE,1.0,0.0,0.0
station:L0_S15,feature:L0_S15_D398,HAS_FEATURE,1.0,0.0,0.0
station:L0_S15,feature:L0_S15_D401,HAS_FEATURE,1.0,0.0,0.0
station:L0_S15,feature:L0_S15_D404,HAS_FEATURE,1.0,0.0,0.0
station:L0_S15,feature:L0_S15_D407,HAS_FEATURE,1.0,0.0,0.0
station:L0_S15,feature:L0_S15_D410,HAS_FEATURE,1.0,0.0,0.0
station:L0_S15,feature:L0_S15_D413,HAS_FEATURE,1.0,0.0,0.0
station:L0_S15,feature:L0_S15_D416,HAS_FEATURE,1.0,0.0,0.0
station:L0_S15,feature:L0_S15_D419,HAS_FEATURE,1.0,0.0,0.0
station:L0_S15,feature:L0_S15_F394,HAS_FEATURE,1.0,0.0,0.0
station:L0_S15,feature:L0_S15_F396,HAS_FEATURE,1.0,0.0,0.0
station:L0_S15,feature:L0_S15_F397,HAS_FEATURE,1.0,0.0,0.0
station:L0_S15,feature:L0_S15_F399,HAS_FEATURE,1.0,0.0,0.0
station:L0_S15,feature:L0_S15_F400,HAS_FEATURE,1.0,0.0,0.0
station:L0_S15,feature:L0_S15_F402,HAS_FEATURE,1.0,0.0,0.0
station:L0_S15,feature:L0_S15_F403,HAS_FEATURE,1.0,0.0,0.0
station:L0_S15,feature:L0_S15_F405,HAS_FEATURE,1.0,0.0,0.0
station:L0_S15,feature:L0_S15_F406,HAS_FEATURE,1.0,0.0,0.0
station:L0_S15,feature:L0_S15_F408,HAS_FEATURE,1.0,0.0,0.0
station:L0_S15,feature:L0_S15_F409,HAS_FEATURE,1.0,0.0,0.0
station:L0_S15,feature:L0_S15_F411,HAS_FEATURE,1.0,0.0,0.0
station:L0_S15,feature:L0_S15_F412,HAS_FEATURE,1.0,0.0,0.0
station:L0_S15,feature:L0_S15_F414,HAS_FEATURE,1.0,0.0,0.0
station:L0_S15,feature:L0_S15_F415,HAS_FEATURE,1.0,0.0,0.0
station:L0_S15,feature:L0_S15_F417,HAS_FEATURE,1.0,0.0,0.0
station:L0_S15,feature:L0_S15_F418,HAS_FEATURE,1.0,0.0,0.0
station:L0_S15,feature:L0_S15_F420,HAS_FEATURE,1.0,0.0,0.0
station:L0_S16,feature:L0_S16_D423,HAS_FEATURE,1.0,0.0,0.0
station:L0_S16,feature:L0_S16_D428,HAS_FEATURE,1.0,0.0,0.0
station:L0_S16,feature:L0_S16_F421,HAS_FEATURE,1.0,0.0,0.0
station:L0_S16,feature:L0_S16_F422,HAS_FEATURE,1.0,0.0,0.0
station:L0_S16,feature:L0_S16_F424,HAS_FEATURE,1.0,0.0,0.0
station:L0_S16,feature:L0_S16_F425,HAS_FEATURE,1.0,0.0,0.0
station:L0_S16,feature:L0_S16_F426,HAS_FEATURE,1.0,0.0,0.0
station:L0_S16,feature:L0_S16_F427,HAS_FEATURE,1.0,0.0,0.0
station:L0_S16,feature:L0_S16_F429,HAS_FEATURE,1.0,0.0,0.0
station:L0_S16,feature:L0_S16_F430,HAS_FEATURE,1.0,0.0,0.0
station:L0_S17,feature:L0_S17_D432,HAS_FEATURE,1.0,0.0,0.0
station:L0_S17,feature:L0_S17_D434,HAS_FEATURE,1.0,0.0,0.0
station:L0_S17,feature:L0_S17_F431,HAS_FEATURE,1.0,0.0,0.0
station:L0_S17,feature:L0_S17_F433,HAS_FEATURE,1.0,0.0,0.0
station:L0_S18,feature:L0_S18_D437,HAS_FEATURE,1.0,0.0,0.0
station:L0_S18,feature:L0_S18_D441,HAS_FEATURE,1.0,0.0,0.0
station:L0_S18,feature:L0_S18_D444,HAS_FEATURE,1.0,0.0,0.0
station:L0_S18,feature:L0_S18_D447,HAS_FEATURE,1.0,0.0,0.0
station:L0_S18,feature:L0_S18_D451,HAS_FEATURE,1.0,0.0,0.0
station:L0_S18,feature:L0_S18_F435,HAS_FEATURE,1.0,0.0,0.0
station:L0_S18,feature:L0_S18_F436,HAS_FEATURE,1.0,0.0,0.0
station:L0_S18,feature:L0_S18_F438,HAS_FEATURE,1.0,0.0,0.0
station:L0_S18,feature:L0_S18_F439,HAS_FEATURE,1.0,0.0,0.0
station:L0_S18,feature:L0_S18_F440,HAS_FEATURE,1.0,0.0,0.0
station:L0_S18,feature:L0_S18_F442,HAS_FEATURE,1.0,0.0,0.0
station:L0_S18,feature:L0_S18_F443,HAS_FEATURE,1.0,0.0,0.0
station:L0_S18,feature:L0_S18_F445,HAS_FEATURE,1.0,0.0,0.0
station:L0_S18,feature:L0_S18_F446,HAS_FEATURE,1.0,0.0,0.0
station:L0_S18,feature:L0_S18_F448,HAS_FEATURE,1.0,0.0,0.0
station:L0_S18,feature:L0_S18_F449,HAS_FEATURE,1.0,0.0,0.0
station:L0_S18,feature:L0_S18_F450,HAS_FEATURE,1.0,0.0,0.0
station:L0_S18,feature:L0_S18_F452,HAS_FEATURE,1.0,0.0,0.0
station:L0_S19,feature:L0_S19_D454,HAS_FEATURE,1.0,0.0,0.0
station:L0_S19,feature:L0_S19_D456,HAS_FEATURE,1.0,0.0,0.0
station:L0_S19,feature:L0_S19_D457,HAS_FEATURE,1.0,0.0,0.0
station:L0_S19,feature:L0_S19_D458,HAS_FEATURE,1.0,0.0,0.0
station:L0_S19,feature:L0_S19_D460,HAS_FEATURE,1.0,0.0,0.0
station:L0_S19,feature:L0_S19_F453,HAS_FEATURE,1.0,0.0,0.0
station:L0_S19,feature:L0_S19_F455,HAS_FEATURE,1.0,0.0,0.0
station:L0_S19,feature:L0_S19_F459,HAS_FEATURE,1.0,0.0,0.0
station:L0_S1,feature:L0_S1_D26,HAS_FEATURE,1.0,0.0,0.0
station:L0_S1,feature:L0_S1_D30,HAS_FEATURE,1.0,0.0,0.0
station:L0_S1,feature:L0_S1_F24,HAS_FEATURE,1.0,0.0,0.0
station:L0_S1,feature:L0_S1_F25,HAS_FEATURE,1.0,0.0,0.0
station:L0_S1,feature:L0_S1_F27,HAS_FEATURE,1.0,0.0,0.0
station:L0_S1,feature:L0_S1_F28,HAS_FEATURE,1.0,0.0,0.0
station:L0_S1,feature:L0_S1_F29,HAS_FEATURE,1.0,0.0,0.0
station:L0_S1,feature:L0_S1_F31,HAS_FEATURE,1.0,0.0,0.0
station:L0_S20,feature:L0_S20_D462,HAS_FEATURE,1.0,0.0,0.0
station:L0_S20,feature:L0_S20_D464,HAS_FEATURE,1.0,0.0,0.0
station:L0_S20,feature:L0_S20_D465,HAS_FEATURE,1.0,0.0,0.0
station:L0_S20,feature:L0_S20_D467,HAS_FEATURE,1.0,0.0,0.0
station:L0_S20,feature:L0_S20_F461,HAS_FEATURE,1.0,0.0,0.0
station:L0_S20,feature:L0_S20_F463,HAS_FEATURE,1.0,0.0,0.0
station:L0_S20,feature:L0_S20_F466,HAS_FEATURE,1.0,0.0,0.0
station:L0_S21,feature:L0_S21_D469,HAS_FEATURE,1.0,0.0,0.0
