from_station,to_station,transition_count,wait_sum,positive_wait_count,failure_count,labeled_count,avg_waiting_time,positive_wait_rate,failure_rate_pct
L3_S44,L3_S45,14355,159.9676971435547,13850.0,30.0,7174.0,0.011143691894361176,0.9648206199930338,0.41817674937273486
L3_S47,L3_S49,12008,99.49895477294922,9348.0,24.0,5929.0,0.008286055527394172,0.7784810126582279,0.40479001517962554
L0_S19,L0_S21,10950,121.82611465454102,10938.0,37.0,5456.0,0.01112567257119096,0.9989041095890411,0.6781524926686217
L3_S47,L3_S50,10631,89.05956268310547,8445.0,15.0,5311.0,0.008377345751397373,0.7943749412096698,0.28243268687629447
L3_S49,L3_S48,10271,0.0,0.0,18.0,5078.0,0.0,0.0,0.3544702638834187
L0_S19,L0_S22,10020,112.82975006103516,10004.0,25.0,5046.0,0.0112604540979077,0.9984031936127744,0.49544193420531113
L0_S19,L0_S23,9947,107.35918426513672,9933.0,23.0,4912.0,0.010793121972970415,0.9985925404644617,0.4682410423452769
L3_S50,L3_S48,9254,0.0,0.0,10.0,4617.0,0.0,0.0,0.21659085986571366
L0_S18,L0_S21,9072,105.25106430053711,9056.0,27.0,4532.0,0.011601748710376666,0.9982363315696648,0.5957634598411298
L0_S18,L0_S22,8776,98.87911987304688,8764.0,22.0,4375.0,0.011266991781340802,0.9986326344576116,0.5028571428571428
L3_S32,L3_S36,8585,179.1731414794922,8063.0,415.0,4301.0,0.020870488232905323,0.9391962725684333,9.648918856079982
L0_S18,L3_S39,8574,16232.90625,8574.0,11.0,4325.0,1.8932710811756472,1.0,0.2543352601156069
L0_S18,L0_S23,8512,91.3475570678711,8492.0,19.0,4275.0,0.010731620896131472,0.9976503759398496,0.4444444444444444
L0_S19,L3_S39,8194,15496.41015625,8194.0,24.0,4136.0,1.8911899141139858,1.0,0.5802707930367506
L3_S31,L3_S29,8024,0.0,0.0,12.0,4002.0,0.0,0.0,0.29985007496251875
L3_S32,L3_S35,7657,129.97460556030273,6747.0,304.0,3840.0,0.016974612192804328,0.8811544991511036,7.916666666666666
L3_S40,L3_S39,6629,0.0,0.0,24.0,3320.0,0.0,0.0,0.7228915662650602
L1_S24,L2_S28,6470,173696.234375,6470.0,33.0,3236.0,26.846404076506957,1.0,1.019777503090235
L3_S33,L3_S32,6432,0.0,0.0,20.0,3302.0,0.0,0.0,0.6056935190793459
L0_S18,L2_S27,5439,11069.10986328125,5423.0,29.0,2710.0,2.0351369485716586,0.9970582827725685,1.0701107011070112
L0_S19,L2_S27,5145,10131.39208984375,5140.0,18.0,2553.0,1.969172417851069,0.9990281827016521,0.7050528789659225
L2_S26,L3_S40,4862,32977.802734375,4862.0,11.0,2381.0,6.782764856926162,1.0,0.46199076018479635
L0_S18,L2_S26,4847,8074.515869140625,4838.0,19.0,2407.0,1.665879073476506,0.9981431813492883,0.7893643539675945
L0_S19,L2_S26,4612,7688.07568359375,4602.0,16.0,2303.0,1.6669721777089657,0.9978317432784042,0.6947459834997829
L3_S39,L3_S45,4331,51.24555015563965,4331.0,10.0,2084.0,0.011832267410676438,1.0,0.47984644913627633
L3_S39,L3_S43,4306,57.48641777038574,4302.0,14.0,2133.0,0.013350306031208951,0.9990710636321412,0.6563525550867323
L0_S23,L3_S39,4116,7356.290283203125,4116.0,17.0,1980.0,1.7872425372213618,1.0,0.8585858585858586
L0_S22,L3_S39,4037,7233.853515625,4037.0,11.0,2044.0,1.7918884111035422,1.0,0.538160469667319
L3_S32,L3_S34,3949,65.64082336425781,2771.0,137.0,1975.0,0.01662213810186321,0.7016966320587491,6.936708860759494
L0_S20,L3_S39,3913,6847.00146484375,3913.0,9.0,1962.0,1.749808705556798,1.0,0.45871559633027525
L1_S25,L2_S28,3787,191808.359375,3787.0,9.0,1912.0,50.649157479535255,1.0,0.47071129707112974
L0_S21,L3_S39,3701,6655.93212890625,3701.0,7.0,1814.0,1.7984145174023913,1.0,0.3858875413450937
L3_S35,L3_S38,3501,34871.708984375,3501.0,24.0,1747.0,9.960499567087975,1.0,1.3737836290784202
L3_S39,L3_S41,3439,3.4998414516448975,214.0,15.0,1727.0,0.0010176916114117177,0.06222739168362896,0.8685581933989578
L3_S48,L3_S47,3328,0.0,0.0,8.0,1661.0,0.0,0.0,0.481637567730283
L2_S27,L3_S40,3205,14194.90771484375,3205.0,17.0,1635.0,4.428988366565912,1.0,1.039755351681957
L2_S26,L3_S39,3147,23817.0361328125,3147.0,7.0,1518.0,7.568171634195266,1.0,0.461133069828722
L3_S29,L3_S32,3089,296.5777130126953,3089.0,127.0,1540.0,0.09601091389209948,1.0,8.246753246753247
L3_S41,L3_S39,3074,0.0,0.0,10.0,1500.0,0.0,0.0,0.6666666666666667
L0_S23,L2_S27,2698,14012.63623046875,2687.0,18.0,1337.0,5.193712464962473,0.9959229058561898,1.3462976813762155
L0_S22,L2_S27,2679,12049.65576171875,2665.0,16.0,1373.0,4.497818500081654,0.9947741694662188,1.1653313911143481
L0_S21,L2_S27,2517,10956.9873046875,2502.0,9.0,1270.0,4.3531932080601905,0.9940405244338498,0.7086614173228346
L0_S20,L2_S27,2479,9078.33935546875,2463.0,13.0,1241.0,3.6620973600115976,0.9935457845905608,1.04754230459307
L0_S9,L2_S28,2261,6980.279541015625,2251.0,10.0,1110.0,3.0872532246862563,0.9955771782397169,0.9009009009009009
L0_S23,L2_S26,2256,5817.58642578125,2229.0,11.0,1117.0,2.578717387314384,0.988031914893617,0.9847806624888094
L0_S11,L2_S28,2241,6474.62939453125,2225.0,6.0,1110.0,2.8891697432089467,0.9928603302097277,0.5405405405405406
L3_S43,L3_S41,2223,0.0,0.0,9.0,1114.0,0.0,0.0,0.807899461400359
L0_S10,L2_S28,2177,6618.010986328125,2163.0,4.0,1101.0,3.0399682987267456,0.9935691318327974,0.36330608537693004
L0_S20,L2_S26,2167,4917.561279296875,2161.0,3.0,1086.0,2.269294545130076,0.9972311952007383,0.2762430939226519
L0_S22,L2_S26,2121,5314.704833984375,2095.0,5.0,1039.0,2.5057542828780646,0.9877416313059877,0.4812319538017324
L0_S21,L2_S26,2044,4725.76416015625,2020.0,13.0,1001.0,2.3120176908787915,0.9882583170254403,1.2987012987012987
L3_S39,L3_S47,2032,62.16169357299805,2032.0,2.0,1003.0,0.030591384632380928,1.0,0.19940179461615154
L3_S41,L3_S40,2003,0.0,0.0,6.0,971.0,0.0,0.0,0.6179196704428425
L0_S8,L3_S30,1904,6674.967529296875,1904.0,9.0,995.0,3.505760256983653,1.0,0.9045226130653266
L0_S11,L3_S31,1881,5028.750244140625,1881.0,4.0,932.0,2.673445105869551,1.0,0.4291845493562232
L3_S44,L3_S39,1850,0.0,0.0,3.0,915.0,0.0,0.0,0.32786885245901637
L0_S10,L3_S31,1822,4855.27001953125,1822.0,3.0,919.0,2.664802425648326,1.0,0.3264417845484222
L3_S45,L3_S41,1818,0.0,0.0,9.0,885.0,0.0,0.0,1.0169491525423728
L0_S9,L3_S31,1794,4773.8798828125,1794.0,2.0,893.0,2.661025575703735,1.0,0.22396416573348266
L2_S27,L3_S39,1768,11251.55078125,1768.0,8.0,873.0,6.3639993106617645,1.0,0.9163802978235969
L3_S43,L3_S39,1658,0.0,0.0,4.0,851.0,0.0,0.0,0.4700352526439483
L3_S47,L3_S45,1646,0.0,0.0,6.0,853.0,0.0,0.0,0.7033997655334115
L3_S40,L3_S45,1633,6.740811109542847,649.0,10.0,791.0,0.00412786963229813,0.3974280465401102,1.2642225031605563
L3_S45,L3_S40,1626,0.0,0.0,3.0,786.0,0.0,0.0,0.38167938931297707
L3_S31,L3_S32,1605,114.98971557617188,1597.0,24.0,811.0,0.07164468260197625,0.9950155763239875,2.9593094944512948
L3_S32,L3_S37,1562,22.432037353515625,1021.0,76.0,805.0,0.014361099458076584,0.6536491677336748,9.440993788819876
L3_S34,L3_S32,1544,0.0,0.0,32.0,789.0,0.0,0.0,4.055766793409378
L3_S33,L3_S38,1523,14537.99072265625,1523.0,8.0,746.0,9.545627526366546,1.0,1.0723860589812333
L0_S8,L3_S29,1522,5415.458740234375,1522.0,2.0,767.0,3.558120065857014,1.0,0.2607561929595828
L0_S9,L1_S24,1520,45384.087890625,1509.0,2.0,767.0,29.85795255962171,0.9927631578947368,0.2607561929595828
L0_S9,L0_S8,1513,0.0,0.0,4.0,759.0,0.0,0.0,0.5270092226613966
L0_S10,L1_S24,1496,46100.2421875,1488.0,6.0,749.0,30.815669911430483,0.9946524064171123,0.801068090787717
L0_S11,L1_S24,1494,44759.30859375,1479.0,1.0,753.0,29.9593765687751,0.9899598393574297,0.13280212483399734
L3_S29,L3_S31,1420,13.430208206176758,1241.0,2.0,741.0,0.00945789310294138,0.8739436619718309,0.2699055330634278
L0_S10,L0_S8,1386,0.0,0.0,7.0,686.0,0.0,0.0,1.0204081632653061
L0_S11,L0_S8,1386,0.0,0.0,3.0,715.0,0.0,0.0,0.4195804195804196
L3_S43,L3_S40,1335,0.0,0.0,2.0,642.0,0.0,0.0,0.3115264797507788
L3_S31,L3_S30,1179,0.0,0.0,1.0,602.0,0.0,0.0,0.16611295681063123
L0_S11,L3_S30,1020,3511.2685546875,1020.0,0.0,510.0,3.442420151654412,1.0,0.0
L1_S25,L3_S41,1001,38582.888671875,1001.0,1.0,486.0,38.54434432754745,1.0,0.205761316872428
L3_S35,L3_S32,972,0.0,0.0,65.0,491.0,0.0,0.0,13.238289205702646
L3_S41,L3_S47,950,9.980239391326904,950.0,4.0,489.0,0.010505515148765162,1.0,0.81799591002045
L3_S44,L3_S40,948,0.0,0.0,0.0,480.0,0.0,0.0,0.0
L0_S10,L0_S11,931,119.52064514160156,887.0,0.0,473.0,0.12837878103286957,0.9527389903329753,0.0
L3_S40,L3_S43,891,1.1193358898162842,74.0,2.0,445.0,0.0012562692366063796,0.08305274971941638,0.44943820224719105
L1_S24,L3_S41,889,32913.3984375,889.0,0.0,439.0,37.02294537401575,1.0,0.0
L0_S0,L0_S2,829,7.610551834106445,343.0,4.0,425.0,0.009180400282396195,0.413751507840772,0.9411764705882352
L2_S26,L3_S43,768,8454.4697265625,768.0,3.0,400.0,11.008424123128256,1.0,0.75
L0_S0,L0_S3,765,4.279809236526489,360.0,0.0,372.0,0.005594521877812404,0.47058823529411764,0.0
L0_S7,L0_S11,741,1.6005134582519531,127.0,1.0,380.0,0.0021599371906234183,0.17139001349527666,0.2631578947368421
L0_S11,L3_S38,738,20229.8203125,738.0,3.0,363.0,27.4116806402439,1.0,0.8264462809917356
L0_S6,L0_S11,735,1.769824504852295,164.0,1.0,372.0,0.00240792449639768,0.22312925170068026,0.2688172043010753
L1_S25,L3_S39,727,27862.7802734375,727.0,4.0,357.0,38.325695011605916,1.0,1.1204481792717087
L0_S6,L0_S9,709,1.8099491596221924,139.0,3.0,360.0,0.0025528196891709343,0.19605077574047955,0.8333333333333334
L0_S7,L0_S10,708,1.4797648191452026,121.0,1.0,342.0,0.0020900633038774047,0.1709039548022599,0.29239766081871343
L0_S10,L3_S38,695,21142.1904296875,695.0,0.0,365.0,30.420417884442447,1.0,0.0
L0_S19,L3_S31,689,2504.570068359375,689.0,0.0,365.0,3.635079925049891,1.0,0.0
L0_S7,L0_S9,687,2.300229549407959,121.0,1.0,352.0,0.003348223507144045,0.17612809315866085,0.2840909090909091
L0_S18,L3_S31,684,2520.4801025390625,684.0,2.0,328.0,3.6849124306126644,1.0,0.6097560975609756
L0_S9,L3_S38,676,19230.6689453125,676.0,1.0,344.0,28.447735126201923,1.0,0.29069767441860467
L3_S36,L3_S32,668,0.0,0.0,51.0,356.0,0.0,0.0,14.325842696629213
L3_S40,L3_S44,654,1.2498779296875,56.0,2.0,305.0,0.0019111283328555047,0.0856269113149847,0.6557377049180327
L0_S7,L0_S5,646,0.0,0.0,1.0,319.0,0.0,0.0,0.3134796238244514
L3_S43,L3_S44,627,47.078264236450195,618.0,1.0,306.0,0.07508495093532727,0.9856459330143541,0.32679738562091504
L0_S6,L0_S10,615,1.7806179523468018,117.0,6.0,313.0,0.002895313743653336,0.1902439024390244,1.9169329073482428
L0_S6,L0_S5,613,0.0,0.0,1.0,302.0,0.0,0.0,0.33112582781456956
