dataset,split,data_type,column,line,station,station_key,feature_kind,feature_id
train_numeric,train,numeric,L0_S4_F104,0,4,L0_S4,F,104
train_numeric,train,numeric,L0_S4_F109,0,4,L0_S4,F,109
train_numeric,train,numeric,L0_S5_F114,0,5,L0_S5,F,114
train_numeric,train,numeric,L0_S5_F116,0,5,L0_S5,F,116
train_numeric,train,numeric,L0_S6_F118,0,6,L0_S6,F,118
train_numeric,train,numeric,L0_S6_F122,0,6,L0_S6,F,122
train_numeric,train,numeric,L0_S6_F132,0,6,L0_S6,F,132
train_numeric,train,numeric,L0_S7_F136,0,7,L0_S7,F,136
train_numeric,train,numeric,L0_S7_F138,0,7,L0_S7,F,138
train_numeric,train,numeric,L0_S7_F142,0,7,L0_S7,F,142
train_numeric,train,numeric,L0_S8_F144,0,8,L0_S8,F,144
train_numeric,train,numeric,L0_S8_F146,0,8,L0_S8,F,146
train_numeric,train,numeric,L0_S8_F149,0,8,L0_S8,F,149
train_numeric,train,numeric,L0_S9_F155,0,9,L0_S9,F,155
train_numeric,train,numeric,L0_S9_F160,0,9,L0_S9,F,160
train_numeric,train,numeric,L0_S9_F165,0,9,L0_S9,F,165
train_numeric,train,numeric,L0_S9_F170,0,9,L0_S9,F,170
train_numeric,train,numeric,L0_S9_F175,0,9,L0_S9,F,175
train_numeric,train,numeric,L0_S9_F180,0,9,L0_S9,F,180
train_numeric,train,numeric,L0_S9_F185,0,9,L0_S9,F,185
train_numeric,train,numeric,L0_S9_F190,0,9,L0_S9,F,190
train_numeric,train,numeric,L0_S9_F195,0,9,L0_S9,F,195
train_numeric,train,numeric,L0_S9_F200,0,9,L0_S9,F,200
train_numeric,train,numeric,L0_S9_F205,0,9,L0_S9,F,205
train_numeric,train,numeric,L0_S9_F210,0,9,L0_S9,F,210
train_numeric,train,numeric,L0_S10_F219,0,10,L0_S10,F,219
train_numeric,train,numeric,L0_S10_F224,0,10,L0_S10,F,224
train_numeric,train,numeric,L0_S10_F229,0,10,L0_S10,F,229
train_numeric,train,numeric,L0_S10_F234,0,10,L0_S10,F,234
train_numeric,train,numeric,L0_S10_F239,0,10,L0_S10,F,239
train_numeric,train,numeric,L0_S10_F244,0,10,L0_S10,F,244
train_numeric,train,numeric,L0_S10_F249,0,10,L0_S10,F,249
train_numeric,train,numeric,L0_S10_F254,0,10,L0_S10,F,254
train_numeric,train,numeric,L0_S10_F259,0,10,L0_S10,F,259
train_numeric,train,numeric,L0_S10_F264,0,10,L0_S10,F,264
train_numeric,train,numeric,L0_S10_F269,0,10,L0_S10,F,269
train_numeric,train,numeric,L0_S10_F274,0,10,L0_S10,F,274
train_numeric,train,numeric,L0_S11_F282,0,11,L0_S11,F,282
train_numeric,train,numeric,L0_S11_F286,0,11,L0_S11,F,286
train_numeric,train,numeric,L0_S11_F290,0,11,L0_S11,F,290
train_numeric,train,numeric,L0_S11_F294,0,11,L0_S11,F,294
train_numeric,train,numeric,L0_S11_F298,0,11,L0_S11,F,298
train_numeric,train,numeric,L0_S11_F302,0,11,L0_S11,F,302
train_numeric,train,numeric,L0_S11_F306,0,11,L0_S11,F,306
train_numeric,train,numeric,L0_S11_F310,0,11,L0_S11,F,310
train_numeric,train,numeric,L0_S11_F314,0,11,L0_S11,F,314
train_numeric,train,numeric,L0_S11_F318,0,11,L0_S11,F,318
train_numeric,train,numeric,L0_S11_F322,0,11,L0_S11,F,322
train_numeric,train,numeric,L0_S11_F326,0,11,L0_S11,F,326
train_numeric,train,numeric,L0_S12_F330,0,12,L0_S12,F,330
train_numeric,train,numeric,L0_S12_F332,0,12,L0_S12,F,332
train_numeric,train,numeric,L0_S12_F334,0,12,L0_S12,F,334
train_numeric,train,numeric,L0_S12_F336,0,12,L0_S12,F,336
train_numeric,train,numeric,L0_S12_F338,0,12,L0_S12,F,338
train_numeric,train,numeric,L0_S12_F340,0,12,L0_S12,F,340
train_numeric,train,numeric,L0_S12_F342,0,12,L0_S12,F,342
train_numeric,train,numeric,L0_S12_F344,0,12,L0_S12,F,344
train_numeric,train,numeric,L0_S12_F346,0,12,L0_S12,F,346
train_numeric,train,numeric,L0_S12_F348,0,12,L0_S12,F,348
train_numeric,train,numeric,L0_S12_F350,0,12,L0_S12,F,350
train_numeric,train,numeric,L0_S12_F352,0,12,L0_S12,F,352
train_numeric,train,numeric,L0_S13_F354,0,13,L0_S13,F,354
train_numeric,train,numeric,L0_S13_F356,0,13,L0_S13,F,356
train_numeric,train,numeric,L0_S14_F358,0,14,L0_S14,F,358
train_numeric,train,numeric,L0_S14_F362,0,14,L0_S14,F,362
train_numeric,train,numeric,L0_S14_F366,0,14,L0_S14,F,366
train_numeric,train,numeric,L0_S14_F370,0,14,L0_S14,F,370
train_numeric,train,numeric,L0_S14_F374,0,14,L0_S14,F,374
train_numeric,train,numeric,L0_S14_F378,0,14,L0_S14,F,378
train_numeric,train,numeric,L0_S14_F382,0,14,L0_S14,F,382
train_numeric,train,numeric,L0_S14_F386,0,14,L0_S14,F,386
train_numeric,train,numeric,L0_S14_F390,0,14,L0_S14,F,390
train_numeric,train,numeric,L0_S15_F394,0,15,L0_S15,F,394
train_numeric,train,numeric,L0_S15_F397,0,15,L0_S15,F,397
train_numeric,train,numeric,L0_S15_F400,0,15,L0_S15,F,400
train_numeric,train,numeric,L0_S15_F403,0,15,L0_S15,F,403
train_numeric,train,numeric,L0_S15_F406,0,15,L0_S15,F,406
train_numeric,train,numeric,L0_S15_F409,0,15,L0_S15,F,409
train_numeric,train,numeric,L0_S15_F412,0,15,L0_S15,F,412
train_numeric,train,numeric,L0_S15_F415,0,15,L0_S15,F,415
train_numeric,train,numeric,L0_S15_F418,0,15,L0_S15,F,418
train_numeric,train,numeric,L0_S16_F421,0,16,L0_S16,F,421
train_numeric,train,numeric,L0_S16_F426,0,16,L0_S16,F,426
train_numeric,train,numeric,L0_S17_F431,0,17,L0_S17,F,431
train_numeric,train,numeric,L0_S17_F433,0,17,L0_S17,F,433
train_numeric,train,numeric,L0_S18_F435,0,18,L0_S18,F,435
train_numeric,train,numeric,L0_S18_F439,0,18,L0_S18,F,439
train_numeric,train,numeric,L0_S18_F449,0,18,L0_S18,F,449
train_numeric,train,numeric,L0_S19_F453,0,19,L0_S19,F,453
train_numeric,train,numeric,L0_S19_F455,0,19,L0_S19,F,455
train_numeric,train,numeric,L0_S19_F459,0,19,L0_S19,F,459
train_numeric,train,numeric,L0_S20_F461,0,20,L0_S20,F,461
train_numeric,train,numeric,L0_S20_F463,0,20,L0_S20,F,463
train_numeric,train,numeric,L0_S20_F466,0,20,L0_S20,F,466
train_numeric,train,numeric,L0_S21_F472,0,21,L0_S21,F,472
train_numeric,train,numeric,L0_S21_F477,0,21,L0_S21,F,477
train_numeric,train,numeric,L0_S21_F482,0,21,L0_S21,F,482
train_numeric,train,numeric,L0_S21_F487,0,21,L0_S21,F,487
train_numeric,train,numeric,L0_S21_F492,0,21,L0_S21,F,492
train_numeric,train,numeric,L0_S21_F497,0,21,L0_S21,F,497
train_numeric,train,numeric,L0_S21_F502,0,21,L0_S21,F,502
train_numeric,train,numeric,L0_S21_F507,0,21,L0_S21,F,507
train_numeric,train,numeric,L0_S21_F512,0,21,L0_S21,F,512
train_numeric,train,numeric,L0_S21_F517,0,21,L0_S21,F,517
train_numeric,train,numeric,L0_S21_F522,0,21,L0_S21,F,522
train_numeric,train,numeric,L0_S21_F527,0,21,L0_S21,F,527
train_numeric,train,numeric,L0_S21_F532,0,21,L0_S21,F,532
train_numeric,train,numeric,L0_S21_F537,0,21,L0_S21,F,537
train_numeric,train,numeric,L0_S22_F546,0,22,L0_S22,F,546
train_numeric,train,numeric,L0_S22_F551,0,22,L0_S22,F,551
train_numeric,train,numeric,L0_S22_F556,0,22,L0_S22,F,556
train_numeric,train,numeric,L0_S22_F561,0,22,L0_S22,F,561
train_numeric,train,numeric,L0_S22_F566,0,22,L0_S22,F,566
train_numeric,train,numeric,L0_S22_F571,0,22,L0_S22,F,571
train_numeric,train,numeric,L0_S22_F576,0,22,L0_S22,F,576
train_numeric,train,numeric,L0_S22_F581,0,22,L0_S22,F,581
train_numeric,train,numeric,L0_S22_F586,0,22,L0_S22,F,586
train_numeric,train,numeric,L0_S22_F591,0,22,L0_S22,F,591
train_numeric,train,numeric,L0_S22_F596,0,22,L0_S22,F,596
train_numeric,train,numeric,L0_S22_F601,0,22,L0_S22,F,601
train_numeric,train,numeric,L0_S22_F606,0,22,L0_S22,F,606
train_numeric,train,numeric,L0_S22_F611,0,22,L0_S22,F,611
train_numeric,train,numeric,L0_S23_F619,0,23,L0_S23,F,619
train_numeric,train,numeric,L0_S23_F623,0,23,L0_S23,F,623
train_numeric,train,numeric,L0_S23_F627,0,23,L0_S23,F,627
train_numeric,train,numeric,L0_S23_F631,0,23,L0_S23,F,631
train_numeric,train,numeric,L0_S23_F635,0,23,L0_S23,F,635
train_numeric,train,numeric,L0_S23_F639,0,23,L0_S23,F,639
train_numeric,train,numeric,L0_S23_F643,0,23,L0_S23,F,643
train_numeric,train,numeric,L0_S23_F647,0,23,L0_S23,F,647
train_numeric,train,numeric,L0_S23_F651,0,23,L0_S23,F,651
train_numeric,train,numeric,L0_S23_F655,0,23,L0_S23,F,655
train_numeric,train,numeric,L0_S23_F659,0,23,L0_S23,F,659
train_numeric,train,numeric,L0_S23_F663,0,23,L0_S23,F,663
train_numeric,train,numeric,L0_S23_F667,0,23,L0_S23,F,667
train_numeric,train,numeric,L0_S23_F671,0,23,L0_S23,F,671
train_numeric,train,numeric,L1_S24_F679,1,24,L1_S24,F,679
train_numeric,train,numeric,L1_S24_F683,1,24,L1_S24,F,683
train_numeric,train,numeric,L1_S24_F687,1,24,L1_S24,F,687
train_numeric,train,numeric,L1_S24_F691,1,24,L1_S24,F,691
train_numeric,train,numeric,L1_S24_F700,1,24,L1_S24,F,700
train_numeric,train,numeric,L1_S24_F719,1,24,L1_S24,F,719
train_numeric,train,numeric,L1_S24_F728,1,24,L1_S24,F,728
train_numeric,train,numeric,L1_S24_F733,1,24,L1_S24,F,733
train_numeric,train,numeric,L1_S24_F746,1,24,L1_S24,F,746
train_numeric,train,numeric,L1_S24_F751,1,24,L1_S24,F,751
train_numeric,train,numeric,L1_S24_F756,1,24,L1_S24,F,756
train_numeric,train,numeric,L1_S24_F761,1,24,L1_S24,F,761
train_numeric,train,numeric,L1_S24_F766,1,24,L1_S24,F,766
train_numeric,train,numeric,L1_S24_F775,1,24,L1_S24,F,775
train_numeric,train,numeric,L1_S24_F780,1,24,L1_S24,F,780
train_numeric,train,numeric,L1_S24_F785,1,24,L1_S24,F,785
train_numeric,train,numeric,L1_S24_F790,1,24,L1_S24,F,790
train_numeric,train,numeric,L1_S24_F795,1,24,L1_S24,F,795
train_numeric,train,numeric,L1_S24_F800,1,24,L1_S24,F,800
train_numeric,train,numeric,L1_S24_F802,1,24,L1_S24,F,802
train_numeric,train,numeric,L1_S24_F806,1,24,L1_S24,F,806
train_numeric,train,numeric,L1_S24_F808,1,24,L1_S24,F,808
train_numeric,train,numeric,L1_S24_F810,1,24,L1_S24,F,810
train_numeric,train,numeric,L1_S24_F812,1,24,L1_S24,F,812
train_numeric,train,numeric,L1_S24_F814,1,24,L1_S24,F,814
train_numeric,train,numeric,L1_S24_F816,1,24,L1_S24,F,816
train_numeric,train,numeric,L1_S24_F829,1,24,L1_S24,F,829
train_numeric,train,numeric,L1_S24_F834,1,24,L1_S24,F,834
train_numeric,train,numeric,L1_S24_F839,1,24,L1_S24,F,839
train_numeric,train,numeric,L1_S24_F844,1,24,L1_S24,F,844
train_numeric,train,numeric,L1_S24_F857,1,24,L1_S24,F,857
train_numeric,train,numeric,L1_S24_F862,1,24,L1_S24,F,862
train_numeric,train,numeric,L1_S24_F867,1,24,L1_S24,F,867
train_numeric,train,numeric,L1_S24_F872,1,24,L1_S24,F,872
train_numeric,train,numeric,L1_S24_F877,1,24,L1_S24,F,877
train_numeric,train,numeric,L1_S24_F882,1,24,L1_S24,F,882
train_numeric,train,numeric,L1_S24_F887,1,24,L1_S24,F,887
train_numeric,train,numeric,L1_S24_F892,1,24,L1_S24,F,892
train_numeric,train,numeric,L1_S24_F897,1,24,L1_S24,F,897
train_numeric,train,numeric,L1_S24_F902,1,24,L1_S24,F,902
train_numeric,train,numeric,L1_S24_F907,1,24,L1_S24,F,907
train_numeric,train,numeric,L1_S24_F920,1,24,L1_S24,F,920
train_numeric,train,numeric,L1_S24_F925,1,24,L1_S24,F,925
train_numeric,train,numeric,L1_S24_F930,1,24,L1_S24,F,930
train_numeric,train,numeric,L1_S24_F935,1,24,L1_S24,F,935
train_numeric,train,numeric,L1_S24_F948,1,24,L1_S24,F,948
train_numeric,train,numeric,L1_S24_F953,1,24,L1_S24,F,953
train_numeric,train,numeric,L1_S24_F958,1,24,L1_S24,F,958
train_numeric,train,numeric,L1_S24_F963,1,24,L1_S24,F,963
train_numeric,train,numeric,L1_S24_F968,1,24,L1_S24,F,968
train_numeric,train,numeric,L1_S24_F973,1,24,L1_S24,F,973
train_numeric,train,numeric,L1_S24_F978,1,24,L1_S24,F,978
train_numeric,train,numeric,L1_S24_F983,1,24,L1_S24,F,983
train_numeric,train,numeric,L1_S24_F988,1,24,L1_S24,F,988
train_numeric,train,numeric,L1_S24_F993,1,24,L1_S24,F,993
train_numeric,train,numeric,L1_S24_F998,1,24,L1_S24,F,998
train_numeric,train,numeric,L1_S24_F1000,1,24,L1_S24,F,1000
train_numeric,train,numeric,L1_S24_F1002,1,24,L1_S24,F,1002
train_numeric,train,numeric,L1_S24_F1004,1,24,L1_S24,F,1004
train_numeric,train,numeric,L1_S24_F1006,1,24,L1_S24,F,1006
train_numeric,train,numeric,L1_S24_F1008,1,24,L1_S24,F,1008
train_numeric,train,numeric,L1_S24_F1010,1,24,L1_S24,F,1010
train_numeric,train,numeric,L1_S24_F1012,1,24,L1_S24,F,1012
train_numeric,train,numeric,L1_S24_F1014,1,24,L1_S24,F,1014
train_numeric,train,numeric,L1_S24_F1016,1,24,L1_S24,F,1016
train_numeric,train,numeric,L1_S24_F1021,1,24,L1_S24,F,1021
train_numeric,train,numeric,L1_S24_F1026,1,24,L1_S24,F,1026
train_numeric,train,numeric,L1_S24_F1031,1,24,L1_S24,F,1031
train_numeric,train,numeric,L1_S24_F1036,1,24,L1_S24,F,1036
train_numeric,train,numeric,L1_S24_F1041,1,24,L1_S24,F,1041
train_numeric,train,numeric,L1_S24_F1046,1,24,L1_S24,F,1046
train_numeric,train,numeric,L1_S24_F1051,1,24,L1_S24,F,1051
train_numeric,train,numeric,L1_S24_F1056,1,24,L1_S24,F,1056
train_numeric,train,numeric,L1_S24_F1068,1,24,L1_S24,F,1068
train_numeric,train,numeric,L1_S24_F1072,1,24,L1_S24,F,1072
train_numeric,train,numeric,L1_S24_F1079,1,24,L1_S24,F,1079
train_numeric,train,numeric,L1_S24_F1083,1,24,L1_S24,F,1083
train_numeric,train,numeric,L1_S24_F1087,1,24,L1_S24,F,1087
train_numeric,train,numeric,L1_S24_F1094,1,24,L1_S24,F,1094
train_numeric,train,numeric,L1_S24_F1098,1,24,L1_S24,F,1098
train_numeric,train,numeric,L1_S24_F1102,1,24,L1_S24,F,1102
train_numeric,train,numeric,L1_S24_F1106,1,24,L1_S24,F,1106
train_numeric,train,numeric,L1_S24_F1110,1,24,L1_S24,F,1110
train_numeric,train,numeric,L1_S24_F1118,1,24,L1_S24,F,1118
train_numeric,train,numeric,L1_S24_F1122,1,24,L1_S24,F,1122
train_numeric,train,numeric,L1_S24_F1126,1,24,L1_S24,F,1126
train_numeric,train,numeric,L1_S24_F1130,1,24,L1_S24,F,1130
train_numeric,train,numeric,L1_S24_F1134,1,24,L1_S24,F,1134
train_numeric,train,numeric,L1_S24_F1145,1,24,L1_S24,F,1145
train_numeric,train,numeric,L1_S24_F1148,1,24,L1_S24,F,1148
train_numeric,train,numeric,L1_S24_F1161,1,24,L1_S24,F,1161
train_numeric,train,numeric,L1_S24_F1166,1,24,L1_S24,F,1166
train_numeric,train,numeric,L1_S24_F1170,1,24,L1_S24,F,1170
train_numeric,train,numeric,L1_S24_F1172,1,24,L1_S24,F,1172
train_numeric,train,numeric,L1_S24_F1174,1,24,L1_S24,F,1174
train_numeric,train,numeric,L1_S24_F1176,1,24,L1_S24,F,1176
train_numeric,train,numeric,L1_S24_F1180,1,24,L1_S24,F,1180
train_numeric,train,numeric,L1_S24_F1184,1,24,L1_S24,F,1184
train_numeric,train,numeric,L1_S24_F1197,1,24,L1_S24,F,1197
train_numeric,train,numeric,L1_S24_F1202,1,24,L1_S24,F,1202
train_numeric,train,numeric,L1_S24_F1207,1,24,L1_S24,F,1207
train_numeric,train,numeric,L1_S24_F1212,1,24,L1_S24,F,1212
train_numeric,train,numeric,L1_S24_F1225,1,24,L1_S24,F,1225
train_numeric,train,numeric,L1_S24_F1230,1,24,L1_S24,F,1230
train_numeric,train,numeric,L1_S24_F1235,1,24,L1_S24,F,1235
train_numeric,train,numeric,L1_S24_F1240,1,24,L1_S24,F,1240
train_numeric,train,numeric,L1_S24_F1245,1,24,L1_S24,F,1245
train_numeric,train,numeric,L1_S24_F1250,1,24,L1_S24,F,1250
train_numeric,train,numeric,L1_S24_F1255,1,24,L1_S24,F,1255
train_numeric,train,numeric,L1_S24_F1260,1,24,L1_S24,F,1260
train_numeric,train,numeric,L1_S24_F1265,1,24,L1_S24,F,1265
train_numeric,train,numeric,L1_S24_F1270,1,24,L1_S24,F,1270
train_numeric,train,numeric,L1_S24_F1275,1,24,L1_S24,F,1275
train_numeric,train,numeric,L1_S24_F1288,1,24,L1_S24,F,1288
train_numeric,train,numeric,L1_S24_F1293,1,24,L1_S24,F,1293
train_numeric,train,numeric,L1_S24_F1298,1,24,L1_S24,F,1298
train_numeric,train,numeric,L1_S24_F1303,1,24,L1_S24,F,1303
train_numeric,train,numeric,L1_S24_F1316,1,24,L1_S24,F,1316
train_numeric,train,numeric,L1_S24_F1321,1,24,L1_S24,F,1321
train_numeric,train,numeric,L1_S24_F1326,1,24,L1_S24,F,1326
train_numeric,train,numeric,L1_S24_F1331,1,24,L1_S24,F,1331
train_numeric,train,numeric,L1_S24_F1336,1,24,L1_S24,F,1336
train_numeric,train,numeric,L1_S24_F1341,1,24,L1_S24,F,1341
train_numeric,train,numeric,L1_S24_F1346,1,24,L1_S24,F,1346
train_numeric,train,numeric,L1_S24_F1351,1,24,L1_S24,F,1351
train_numeric,train,numeric,L1_S24_F1356,1,24,L1_S24,F,1356
train_numeric,train,numeric,L1_S24_F1361,1,24,L1_S24,F,1361
train_numeric,train,numeric,L1_S24_F1366,1,24,L1_S24,F,1366
train_numeric,train,numeric,L1_S24_F1371,1,24,L1_S24,F,1371
train_numeric,train,numeric,L1_S24_F1376,1,24,L1_S24,F,1376
train_numeric,train,numeric,L1_S24_F1381,1,24,L1_S24,F,1381
train_numeric,train,numeric,L1_S24_F1386,1,24,L1_S24,F,1386
train_numeric,train,numeric,L1_S24_F1391,1,24,L1_S24,F,1391
train_numeric,train,numeric,L1_S24_F1396,1,24,L1_S24,F,1396
train_numeric,train,numeric,L1_S24_F1401,1,24,L1_S24,F,1401
train_numeric,train,numeric,L1_S24_F1406,1,24,L1_S24,F,1406
train_numeric,train,numeric,L1_S24_F1411,1,24,L1_S24,F,1411
train_numeric,train,numeric,L1_S24_F1416,1,24,L1_S24,F,1416
train_numeric,train,numeric,L1_S24_F1421,1,24,L1_S24,F,1421
train_numeric,train,numeric,L1_S24_F1426,1,24,L1_S24,F,1426
train_numeric,train,numeric,L1_S24_F1431,1,24,L1_S24,F,1431
train_numeric,train,numeric,L1_S24_F1436,1,24,L1_S24,F,1436
train_numeric,train,numeric,L1_S24_F1441,1,24,L1_S24,F,1441
train_numeric,train,numeric,L1_S24_F1446,1,24,L1_S24,F,1446
train_numeric,train,numeric,L1_S24_F1451,1,24,L1_S24,F,1451
train_numeric,train,numeric,L1_S24_F1463,1,24,L1_S24,F,1463
train_numeric,train,numeric,L1_S24_F1467,1,24,L1_S24,F,1467
train_numeric,train,numeric,L1_S24_F1474,1,24,L1_S24,F,1474
train_numeric,train,numeric,L1_S24_F1478,1,24,L1_S24,F,1478
train_numeric,train,numeric,L1_S24_F1482,1,24,L1_S24,F,1482
train_numeric,train,numeric,L1_S24_F1486,1,24,L1_S24,F,1486
train_numeric,train,numeric,L1_S24_F1490,1,24,L1_S24,F,1490
train_numeric,train,numeric,L1_S24_F1494,1,24,L1_S24,F,1494
train_numeric,train,numeric,L1_S24_F1498,1,24,L1_S24,F,1498
train_numeric,train,numeric,L1_S24_F1502,1,24,L1_S24,F,1502
train_numeric,train,numeric,L1_S24_F1506,1,24,L1_S24,F,1506
train_numeric,train,numeric,L1_S24_F1512,1,24,L1_S24,F,1512
train_numeric,train,numeric,L1_S24_F1514,1,24,L1_S24,F,1514
train_numeric,train,numeric,L1_S24_F1516,1,24,L1_S24,F,1516
train_numeric,train,numeric,L1_S24_F1518,1,24,L1_S24,F,1518
train_numeric,train,numeric,L1_S24_F1520,1,24,L1_S24,F,1520
train_numeric,train,numeric,L1_S24_F1539,1,24,L1_S24,F,1539
train_numeric,train,numeric,L1_S24_F1544,1,24,L1_S24,F,1544
train_numeric,train,numeric,L1_S24_F1565,1,24,L1_S24,F,1565
train_numeric,train,numeric,L1_S24_F1567,1,24,L1_S24,F,1567
train_numeric,train,numeric,L1_S24_F1569,1,24,L1_S24,F,1569
train_numeric,train,numeric,L1_S24_F1571,1,24,L1_S24,F,1571
train_numeric,train,numeric,L1_S24_F1573,1,24,L1_S24,F,1573
train_numeric,train,numeric,L1_S24_F1575,1,24,L1_S24,F,1575
train_numeric,train,numeric,L1_S24_F1578,1,24,L1_S24,F,1578
train_numeric,train,numeric,L1_S24_F1581,1,24,L1_S24,F,1581
train_numeric,train,numeric,L1_S24_F1594,1,24,L1_S24,F,1594
train_numeric,train,numeric,L1_S24_F1599,1,24,L1_S24,F,1599
train_numeric,train,numeric,L1_S24_F1604,1,24,L1_S24,F,1604
train_numeric,train,numeric,L1_S24_F1609,1,24,L1_S24,F,1609
train_numeric,train,numeric,L1_S24_F1622,1,24,L1_S24,F,1622
train_numeric,train,numeric,L1_S24_F1627,1,24,L1_S24,F,1627
train_numeric,train,numeric,L1_S24_F1632,1,24,L1_S24,F,1632
train_numeric,train,numeric,L1_S24_F1637,1,24,L1_S24,F,1637
train_numeric,train,numeric,L1_S24_F1642,1,24,L1_S24,F,1642
train_numeric,train,numeric,L1_S24_F1647,1,24,L1_S24,F,1647
train_numeric,train,numeric,L1_S24_F1652,1,24,L1_S24,F,1652
train_numeric,train,numeric,L1_S24_F1657,1,24,L1_S24,F,1657
train_numeric,train,numeric,L1_S24_F1662,1,24,L1_S24,F,1662
train_numeric,train,numeric,L1_S24_F1667,1,24,L1_S24,F,1667
train_numeric,train,numeric,L1_S24_F1672,1,24,L1_S24,F,1672
train_numeric,train,numeric,L1_S24_F1685,1,24,L1_S24,F,1685
train_numeric,train,numeric,L1_S24_F1690,1,24,L1_S24,F,1690
train_numeric,train,numeric,L1_S24_F1695,1,24,L1_S24,F,1695
train_numeric,train,numeric,L1_S24_F1700,1,24,L1_S24,F,1700
train_numeric,train,numeric,L1_S24_F1713,1,24,L1_S24,F,1713
train_numeric,train,numeric,L1_S24_F1718,1,24,L1_S24,F,1718
train_numeric,train,numeric,L1_S24_F1723,1,24,L1_S24,F,1723
train_numeric,train,numeric,L1_S24_F1728,1,24,L1_S24,F,1728
train_numeric,train,numeric,L1_S24_F1733,1,24,L1_S24,F,1733
train_numeric,train,numeric,L1_S24_F1738,1,24,L1_S24,F,1738
train_numeric,train,numeric,L1_S24_F1743,1,24,L1_S24,F,1743
train_numeric,train,numeric,L1_S24_F1748,1,24,L1_S24,F,1748
train_numeric,train,numeric,L1_S24_F1753,1,24,L1_S24,F,1753
train_numeric,train,numeric,L1_S24_F1758,1,24,L1_S24,F,1758
train_numeric,train,numeric,L1_S24_F1763,1,24,L1_S24,F,1763
train_numeric,train,numeric,L1_S24_F1768,1,24,L1_S24,F,1768
train_numeric,train,numeric,L1_S24_F1773,1,24,L1_S24,F,1773
train_numeric,train,numeric,L1_S24_F1778,1,24,L1_S24,F,1778
train_numeric,train,numeric,L1_S24_F1783,1,24,L1_S24,F,1783
train_numeric,train,numeric,L1_S24_F1788,1,24,L1_S24,F,1788
train_numeric,train,numeric,L1_S24_F1793,1,24,L1_S24,F,1793
train_numeric,train,numeric,L1_S24_F1798,1,24,L1_S24,F,1798
train_numeric,train,numeric,L1_S24_F1803,1,24,L1_S24,F,1803
train_numeric,train,numeric,L1_S24_F1808,1,24,L1_S24,F,1808
train_numeric,train,numeric,L1_S24_F1810,1,24,L1_S24,F,1810
train_numeric,train,numeric,L1_S24_F1812,1,24,L1_S24,F,1812
train_numeric,train,numeric,L1_S24_F1814,1,24,L1_S24,F,1814
train_numeric,train,numeric,L1_S24_F1816,1,24,L1_S24,F,1816
train_numeric,train,numeric,L1_S24_F1818,1,24,L1_S24,F,1818
train_numeric,train,numeric,L1_S24_F1820,1,24,L1_S24,F,1820
train_numeric,train,numeric,L1_S24_F1822,1,24,L1_S24,F,1822
train_numeric,train,numeric,L1_S24_F1824,1,24,L1_S24,F,1824
train_numeric,train,numeric,L1_S24_F1829,1,24,L1_S24,F,1829
train_numeric,train,numeric,L1_S24_F1831,1,24,L1_S24,F,1831
