station,in_degree_centrality,out_degree_centrality,weighted_inflow,weighted_outflow,pagerank,betweenness_centrality,closeness_centrality,product_count,avg_dwell,p90_dwell,avg_waiting_time,p90_waiting_time,positive_wait_rate,failure_count,labeled_count,failure_rate_pct,failure_lift,bottleneck_score,bottleneck_rank,station_shap_importance,centrality_score,critical_node_score,critical_rank,line
L3_S31,0.23529411764705882,0.1568627450980392,78238.0,78238.0,0.004458561841466199,0.0,2.4412710513673956,78238,0.0,0.0,4.082455121623001,5.821134026954528,0.5964966754296552,106.0,39003.0,0.2717739661051714,0.4843549636068872,41.99353275421881,14,0.0,0.11616734766682732,27.588266845626624,31,L3
L3_S50,0.17647058823529413,0.058823529411764705,60694.0,60461.0,0.0431799928982665,0.000784313725490196,1.9055191535709384,60694,0.0,0.0,0.6138981788996196,0.6142015564115143,0.5556405050874825,158.0,30359.0,0.5204387496294345,0.9275247929333656,23.52160066004889,32,0.0,0.23018602858670553,26.866046520078708,32,L3
L0_S4,0.11764705882352941,0.17647058823529413,670600.0,670603.0,0.007542356112365053,0.0,0.8822738691457602,670603,0.0,0.0,0.0356688869981805,0.0495777882802564,0.9983939747962168,1800.0,335295.0,0.5368406925244934,0.9567562994233736,25.893027891723225,28,0.0,0.09911432610646972,25.97201647632622,33,L0
L3_S49,0.1568627450980392,0.0784313725490196,59569.0,59311.0,0.03286600571327185,0.0,1.9086564246371658,59569,0.0,0.0,0.5168899785720797,0.5169769770362902,0.4420978678522665,153.0,29673.0,0.5156202608431908,0.9189372928348531,20.935760747546052,33,0.007214056959499999,0.19168268681027256,25.40277260844731,34,L3
L0_S15,0.0784313725490196,0.17647058823529413,140069.0,242734.0,0.0051281971695691635,0.0,0.8111179781772736,242734,0.0,0.0,1.594790651731692,1.6297751327998529,0.6041813907013772,640.0,121445.0,0.5269875252171765,0.9391960063572556,31.93410471239092,23,0.0,0.0588829326681686,25.246800246621437,35,L0
L3_S51,0.1568627450980392,0.0784313725490196,119927.0,416.0,0.05265332650406883,0.0,1.9827070466488532,119927,0.0,0.0,0.0092449875727385,0.0092451310601678,0.1570941638355316,302.0,59853.0,0.5045695286785958,0.8992427023186279,11.501586756313577,48,0.0,0.2605112803487278,25.10476275153726,36,L3
L0_S1,0.0196078431372549,0.1568627450980392,1346767.0,1348431.0,0.0055548563879729935,0.0196078431372549,0.276729768744373,1348431,0.0,0.0,0.0014616142108206,0.0,0.07576956081329,3606.0,673904.0,0.5350910515444336,0.953638093123606,11.96785420282124,47,0.0,0.16884942762088329,25.023393578830998,37,L0
L0_S2,0.0392156862745098,0.1568627450980392,679161.0,679166.0,0.005381062610969935,0.028235294117647056,0.3568228442956502,679166,0.0,0.0,0.0081726543251023,0.0096169100793529,0.3642711876429219,1817.0,339774.0,0.5347672276277762,0.9530609748528038,15.917890366076842,41,0.0,0.15220938699586728,24.86491153735762,38,L0
L0_S7,0.11764705882352941,0.1568627450980392,671357.0,671360.0,0.009401896903271782,0.008235294117647058,0.8457629864019842,671360,0.0,0.0,0.0296526050277782,0.0554907365817333,0.4906272021079939,1805.0,335698.0,0.5376856579425555,0.9582621949297744,18.290463429189305,34,0.0,0.12829751004754636,24.766094630821645,39,L0
L0_S6,0.11764705882352941,0.1568627450980392,678630.0,678635.0,0.009471509333828539,0.004705882352941176,0.8465857826568365,678635,0.0,0.0,0.0312911372115604,0.0575751456257422,0.4761594952777191,1805.0,338988.0,0.5324672259785007,0.9489619169809416,18.09467358853385,35,0.0,0.11870336233214815,24.389873660159935,40,L0
L0_S18,0.21568627450980393,0.39215686274509803,242305.0,242318.0,0.011707875804843757,0.03803921568627451,1.1912021997996218,242318,0.0,0.0,0.0122666898958068,0.0144954505391572,0.0791405839031572,654.0,121081.0,0.540134290268498,0.9626261420661224,10.975167768287942,50,0.0,0.21013839358366593,24.24734443866294,41,L0
L0_S16,0.13725490196078433,0.21568627450980393,238707.0,238719.0,0.007056911600650313,0.0,1.1984158758249828,238719,0.0,0.0,0.0134626398117983,0.0160022737785926,0.9979010391943977,661.0,119139.0,0.5548141246778973,0.9887885106072216,24.79717654305641,31,0.0,0.08218151461682908,24.083545014624104,42,L0
L0_S19,0.21568627450980393,0.37254901960784315,242242.0,242253.0,0.011601541646593078,0.029411764705882353,1.1922559639104724,242253,0.0,0.0,0.0099061937980359,0.0123646404193861,0.0809889142252915,669.0,121027.0,0.552769216786337,0.9851440802683242,11.000304979313212,49,0.0,0.1844769400766404,23.483074888340127,43,L0
L0_S11,0.13725490196078433,0.45098039215686275,451117.0,451117.0,0.008423684523024392,0.01568627450980392,1.042081284605637,451117,0.0,0.0,0.0283051049516547,0.0697549643853018,0.1925709594889371,1193.0,225452.0,0.5291592001845182,0.9430663606993108,13.615399927670206,43,0.0,0.14049011757664337,23.370051048818468,44,L0
L0_S3,0.058823529411764705,0.13725490196078433,670397.0,670401.0,0.005352204096766539,0.0,0.4654555534194959,670401,0.0,0.0,0.0396943819519814,0.0799807854070385,0.4019380854412962,1792.0,334708.0,0.5353920432137863,0.9541745198135668,17.194463999837424,36,0.0,0.07333464327679522,22.672529510128903,45,L0
L0_S0,0.0,0.09803921568627451,0.0,1348366.0,0.0030042591808584125,0.0,0.0,1348366,0.0,0.0,0.0,0.0,0.0,3608.0,673862.0,0.5354211989992017,0.9542264811900966,10.823526595955911,51,0.0,0.09031792927105262,22.169572908025064,46,L0
L0_S10,0.1568627450980392,0.43137254901960786,449427.0,449427.0,0.008399900703394525,0.001176470588235294,1.0064211729551225,449427,0.0,0.0,0.0172029829139922,0.0382406666051525,0.1837181485458154,1223.0,224540.0,0.5446691012737152,0.970708072248302,13.211304041996236,44,0.0014045311196333,0.0961489725582388,21.998503857427863,47,L0
L0_S21,0.11764705882352941,0.39215686274509803,162998.0,163004.0,0.008533654251257707,0.00392156862745098,1.0797482635936144,163004,0.0,0.0,0.0102052288128317,0.009632737296306,0.4368345321930661,461.0,81409.0,0.5662764559201071,1.0092166520927168,16.063551303970787,40,0.0,0.08867113838505725,21.461087749415626,48,L0
L0_S22,0.13725490196078433,0.35294117647058826,161039.0,161043.0,0.008460348685519432,0.0,1.079509342194156,161043,0.0,0.0,0.0477958463398453,0.0495959801800486,0.4504187403138923,428.0,80601.0,0.5310107815039515,0.94636624484731,16.704095528535554,37,0.0,0.07675855890584954,21.08882807557611,49,L0
L0_S23,0.13725490196078433,0.3333333333333333,160910.0,160915.0,0.008453795385300457,0.0,1.0794962645960953,160915,0.0,0.0,0.015926349254647,0.0177690068306454,0.4626365126600031,434.0,80290.0,0.5405405405405406,0.963350160405886,16.481425336429627,38,0.0,0.07672637955774059,21.06621194661725,50,L0
L3_S42,0.0392156862745098,0.09803921568627451,35.0,35.0,0.00300684807142624,0.0,1.3047919231989251,35,0.0,0.0,0.0228392402331034,0.0232060106781621,0.6916666666666667,0.0,15.0,0.0,0.0,12.765319321794172,45,0.0,0.05656610159382778,7.9143797189286325,51,L3
L3_S46,0.0196078431372549,0.0196078431372549,1.0,1.0,0.0030045242772002967,0.0,0.45391985498391046,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,52,0.0,0.019675615776020446,0.0,52,L3
