feature,present_count,missing_count,present_rate,present_failure_rate,missing_failure_rate,presence_signal_abs_diff
L1_S24_F1603,136,1183611,0.00011488941471446179,0.17647058823529413,0.005791598760065596,0.17067898947522853
L1_S24_F1600,136,1183611,0.00011488941471446179,0.17647058823529413,0.005791598760065596,0.17067898947522853
L1_S24_F1656,136,1183611,0.00011488941471446179,0.17647058823529413,0.005791598760065596,0.17067898947522853
L1_S24_F1653,136,1183611,0.00011488941471446179,0.17647058823529413,0.005791598760065596,0.17067898947522853
L1_S24_F1641,136,1183611,0.00011488941471446179,0.17647058823529413,0.005791598760065596,0.17067898947522853
L1_S24_F1638,136,1183611,0.00011488941471446179,0.17647058823529413,0.005791598760065596,0.17067898947522853
L1_S24_F1636,136,1183611,0.00011488941471446179,0.17647058823529413,0.005791598760065596,0.17067898947522853
L1_S24_F1595,136,1183611,0.00011488941471446179,0.17647058823529413,0.005791598760065596,0.17067898947522853
L1_S24_F1598,136,1183611,0.00011488941471446179,0.17647058823529413,0.005791598760065596,0.17067898947522853
L1_S24_F825,12,1183735,1.0137301298334863e-05,0.16666666666666666,0.005809577312489704,0.16085708935417695
L1_S24_F881,12,1183735,1.0137301298334863e-05,0.16666666666666666,0.005809577312489704,0.16085708935417695
L1_S24_F903,12,1183735,1.0137301298334863e-05,0.16666666666666666,0.005809577312489704,0.16085708935417695
L1_S24_F891,12,1183735,1.0137301298334863e-05,0.16666666666666666,0.005809577312489704,0.16085708935417695
L1_S24_F888,12,1183735,1.0137301298334863e-05,0.16666666666666666,0.005809577312489704,0.16085708935417695
L1_S24_F878,12,1183735,1.0137301298334863e-05,0.16666666666666666,0.005809577312489704,0.16085708935417695
L1_S24_F876,12,1183735,1.0137301298334863e-05,0.16666666666666666,0.005809577312489704,0.16085708935417695
L1_S24_F898,12,1183735,1.0137301298334863e-05,0.16666666666666666,0.005809577312489704,0.16085708935417695
L1_S24_F901,12,1183735,1.0137301298334863e-05,0.16666666666666666,0.005809577312489704,0.16085708935417695
L1_S24_F893,12,1183735,1.0137301298334863e-05,0.16666666666666666,0.005809577312489704,0.16085708935417695
L1_S24_F896,12,1183735,1.0137301298334863e-05,0.16666666666666666,0.005809577312489704,0.16085708935417695
L1_S24_F886,12,1183735,1.0137301298334863e-05,0.16666666666666666,0.005809577312489704,0.16085708935417695
L1_S24_F883,12,1183735,1.0137301298334863e-05,0.16666666666666666,0.005809577312489704,0.16085708935417695
L1_S24_F830,12,1183735,1.0137301298334863e-05,0.16666666666666666,0.005809577312489704,0.16085708935417695
L1_S24_F828,12,1183735,1.0137301298334863e-05,0.16666666666666666,0.005809577312489704,0.16085708935417695
L1_S24_F824,12,1183735,1.0137301298334863e-05,0.16666666666666666,0.005809577312489704,0.16085708935417695
L1_S24_F821,12,1183735,1.0137301298334863e-05,0.16666666666666666,0.005809577312489704,0.16085708935417695
L1_S24_F820,12,1183735,1.0137301298334863e-05,0.16666666666666666,0.005809577312489704,0.16085708935417695
L1_S24_F817,12,1183735,1.0137301298334863e-05,0.16666666666666666,0.005809577312489704,0.16085708935417695
L1_S24_F853,12,1183735,1.0137301298334863e-05,0.16666666666666666,0.005809577312489704,0.16085708935417695
L1_S24_F852,12,1183735,1.0137301298334863e-05,0.16666666666666666,0.005809577312489704,0.16085708935417695
L1_S24_F849,12,1183735,1.0137301298334863e-05,0.16666666666666666,0.005809577312489704,0.16085708935417695
L1_S24_F848,12,1183735,1.0137301298334863e-05,0.16666666666666666,0.005809577312489704,0.16085708935417695
L1_S24_F845,12,1183735,1.0137301298334863e-05,0.16666666666666666,0.005809577312489704,0.16085708935417695
L1_S24_F843,12,1183735,1.0137301298334863e-05,0.16666666666666666,0.005809577312489704,0.16085708935417695
L1_S24_F840,12,1183735,1.0137301298334863e-05,0.16666666666666666,0.005809577312489704,0.16085708935417695
L1_S24_F906,12,1183735,1.0137301298334863e-05,0.16666666666666666,0.005809577312489704,0.16085708935417695
L1_S24_F873,12,1183735,1.0137301298334863e-05,0.16666666666666666,0.005809577312489704,0.16085708935417695
L1_S24_F871,12,1183735,1.0137301298334863e-05,0.16666666666666666,0.005809577312489704,0.16085708935417695
L1_S24_F856,12,1183735,1.0137301298334863e-05,0.16666666666666666,0.005809577312489704,0.16085708935417695
L1_S24_F858,12,1183735,1.0137301298334863e-05,0.16666666666666666,0.005809577312489704,0.16085708935417695
L1_S24_F866,12,1183735,1.0137301298334863e-05,0.16666666666666666,0.005809577312489704,0.16085708935417695
L1_S24_F868,12,1183735,1.0137301298334863e-05,0.16666666666666666,0.005809577312489704,0.16085708935417695
L1_S24_F861,12,1183735,1.0137301298334863e-05,0.16666666666666666,0.005809577312489704,0.16085708935417695
L1_S24_F863,12,1183735,1.0137301298334863e-05,0.16666666666666666,0.005809577312489704,0.16085708935417695
L1_S24_F835,12,1183735,1.0137301298334863e-05,0.16666666666666666,0.005809577312489704,0.16085708935417695
L1_S24_F833,12,1183735,1.0137301298334863e-05,0.16666666666666666,0.005809577312489704,0.16085708935417695
L1_S24_F838,12,1183735,1.0137301298334863e-05,0.16666666666666666,0.005809577312489704,0.16085708935417695
L3_S35_F3902,61,1183686,5.153128159986889e-05,0.16393442622950818,0.005803059257269242,0.15813136697223895
L3_S35_F3907,61,1183686,5.153128159986889e-05,0.16393442622950818,0.005803059257269242,0.15813136697223895
L3_S35_F3912,61,1183686,5.153128159986889e-05,0.16393442622950818,0.005803059257269242,0.15813136697223895
L3_S35_F3904,61,1183686,5.153128159986889e-05,0.16393442622950818,0.005803059257269242,0.15813136697223895
L3_S35_F3899,61,1183686,5.153128159986889e-05,0.16393442622950818,0.005803059257269242,0.15813136697223895
L3_S35_F3909,61,1183686,5.153128159986889e-05,0.16393442622950818,0.005803059257269242,0.15813136697223895
L3_S35_F3914,61,1183686,5.153128159986889e-05,0.16393442622950818,0.005803059257269242,0.15813136697223895
L3_S35_F3917,61,1183686,5.153128159986889e-05,0.16393442622950818,0.005803059257269242,0.15813136697223895
L3_S49_F4217,43,1183704,3.63253296523666e-05,0.16279069767441862,0.005805505430411657,0.15698519224400695
L3_S49_F4225,43,1183704,3.63253296523666e-05,0.16279069767441862,0.005805505430411657,0.15698519224400695
L3_S49_F4220,43,1183704,3.63253296523666e-05,0.16279069767441862,0.005805505430411657,0.15698519224400695
L3_S49_F4237,43,1183704,3.63253296523666e-05,0.16279069767441862,0.005805505430411657,0.15698519224400695
L3_S49_F4240,43,1183704,3.63253296523666e-05,0.16279069767441862,0.005805505430411657,0.15698519224400695
L3_S49_F4230,43,1183704,3.63253296523666e-05,0.16279069767441862,0.005805505430411657,0.15698519224400695
L3_S49_F4222,43,1183704,3.63253296523666e-05,0.16279069767441862,0.005805505430411657,0.15698519224400695
L3_S49_F4235,43,1183704,3.63253296523666e-05,0.16279069767441862,0.005805505430411657,0.15698519224400695
L3_S49_F4232,43,1183704,3.63253296523666e-05,0.16279069767441862,0.005805505430411657,0.15698519224400695
L3_S49_F4227,43,1183704,3.63253296523666e-05,0.16279069767441862,0.005805505430411657,0.15698519224400695
L3_S49_F4219,33,1183714,2.7877578570420876e-05,0.06060606060606061,0.005809680378875303,0.054796380227185304
L3_S49_F4224,33,1183714,2.7877578570420876e-05,0.06060606060606061,0.005809680378875303,0.054796380227185304
L3_S49_F4209,33,1183714,2.7877578570420876e-05,0.06060606060606061,0.005809680378875303,0.054796380227185304
L3_S49_F4210,33,1183714,2.7877578570420876e-05,0.06060606060606061,0.005809680378875303,0.054796380227185304
L3_S49_F4215,33,1183714,2.7877578570420876e-05,0.06060606060606061,0.005809680378875303,0.054796380227185304
L3_S49_F4214,33,1183714,2.7877578570420876e-05,0.06060606060606061,0.005809680378875303,0.054796380227185304
L3_S49_F4212,33,1183714,2.7877578570420876e-05,0.06060606060606061,0.005809680378875303,0.054796380227185304
L3_S49_F4207,33,1183714,2.7877578570420876e-05,0.06060606060606061,0.005809680378875303,0.054796380227185304
L3_S49_F4239,33,1183714,2.7877578570420876e-05,0.06060606060606061,0.005809680378875303,0.054796380227185304
L3_S49_F4229,33,1183714,2.7877578570420876e-05,0.06060606060606061,0.005809680378875303,0.054796380227185304
L3_S49_F4234,33,1183714,2.7877578570420876e-05,0.06060606060606061,0.005809680378875303,0.054796380227185304
L3_S32_F3854,21582,1162165,0.018231936385055252,0.05036604577888982,0.00498380178373983,0.045382243995149986
L3_S32_F3851,21582,1162165,0.018231936385055252,0.05036604577888982,0.00498380178373983,0.045382243995149986
L1_S24_F1241,25,1183722,2.1119377704864298e-05,0.04,0.005810485908008806,0.0341895140919912
L1_S24_F1217,25,1183722,2.1119377704864298e-05,0.04,0.005810485908008806,0.0341895140919912
L1_S24_F1224,25,1183722,2.1119377704864298e-05,0.04,0.005810485908008806,0.0341895140919912
L1_S24_F1229,25,1183722,2.1119377704864298e-05,0.04,0.005810485908008806,0.0341895140919912
L1_S24_F1249,25,1183722,2.1119377704864298e-05,0.04,0.005810485908008806,0.0341895140919912
L1_S24_F1244,25,1183722,2.1119377704864298e-05,0.04,0.005810485908008806,0.0341895140919912
L1_S24_F1220,25,1183722,2.1119377704864298e-05,0.04,0.005810485908008806,0.0341895140919912
L1_S24_F1256,25,1183722,2.1119377704864298e-05,0.04,0.005810485908008806,0.0341895140919912
L1_S24_F1254,25,1183722,2.1119377704864298e-05,0.04,0.005810485908008806,0.0341895140919912
L1_S24_F1251,25,1183722,2.1119377704864298e-05,0.04,0.005810485908008806,0.0341895140919912
L1_S24_F1259,25,1183722,2.1119377704864298e-05,0.04,0.005810485908008806,0.0341895140919912
L1_S24_F1216,25,1183722,2.1119377704864298e-05,0.04,0.005810485908008806,0.0341895140919912
L1_S24_F1264,25,1183722,2.1119377704864298e-05,0.04,0.005810485908008806,0.0341895140919912
L1_S24_F1261,25,1183722,2.1119377704864298e-05,0.04,0.005810485908008806,0.0341895140919912
L1_S24_F1246,25,1183722,2.1119377704864298e-05,0.04,0.005810485908008806,0.0341895140919912
L1_S24_F1226,25,1183722,2.1119377704864298e-05,0.04,0.005810485908008806,0.0341895140919912
L1_S24_F1231,25,1183722,2.1119377704864298e-05,0.04,0.005810485908008806,0.0341895140919912
L1_S24_F1221,25,1183722,2.1119377704864298e-05,0.04,0.005810485908008806,0.0341895140919912
L1_S24_F1203,25,1183722,2.1119377704864298e-05,0.04,0.005810485908008806,0.0341895140919912
L1_S24_F1213,25,1183722,2.1119377704864298e-05,0.04,0.005810485908008806,0.0341895140919912
L1_S24_F1211,25,1183722,2.1119377704864298e-05,0.04,0.005810485908008806,0.0341895140919912
L1_S24_F1196,25,1183722,2.1119377704864298e-05,0.04,0.005810485908008806,0.0341895140919912
L1_S24_F1198,25,1183722,2.1119377704864298e-05,0.04,0.005810485908008806,0.0341895140919912
L1_S24_F1192,25,1183722,2.1119377704864298e-05,0.04,0.005810485908008806,0.0341895140919912
L1_S24_F1185,25,1183722,2.1119377704864298e-05,0.04,0.005810485908008806,0.0341895140919912
L1_S24_F1188,25,1183722,2.1119377704864298e-05,0.04,0.005810485908008806,0.0341895140919912
L1_S24_F1189,25,1183722,2.1119377704864298e-05,0.04,0.005810485908008806,0.0341895140919912
L1_S24_F1271,25,1183722,2.1119377704864298e-05,0.04,0.005810485908008806,0.0341895140919912
L1_S24_F1274,25,1183722,2.1119377704864298e-05,0.04,0.005810485908008806,0.0341895140919912
L1_S24_F1269,25,1183722,2.1119377704864298e-05,0.04,0.005810485908008806,0.0341895140919912
L1_S24_F1266,25,1183722,2.1119377704864298e-05,0.04,0.005810485908008806,0.0341895140919912
L1_S24_F1208,25,1183722,2.1119377704864298e-05,0.04,0.005810485908008806,0.0341895140919912
L1_S24_F1206,25,1183722,2.1119377704864298e-05,0.04,0.005810485908008806,0.0341895140919912
L1_S24_F1201,25,1183722,2.1119377704864298e-05,0.04,0.005810485908008806,0.0341895140919912
L1_S24_F1239,25,1183722,2.1119377704864298e-05,0.04,0.005810485908008806,0.0341895140919912
L1_S24_F1193,25,1183722,2.1119377704864298e-05,0.04,0.005810485908008806,0.0341895140919912
L1_S24_F1234,25,1183722,2.1119377704864298e-05,0.04,0.005810485908008806,0.0341895140919912
L1_S24_F1236,25,1183722,2.1119377704864298e-05,0.04,0.005810485908008806,0.0341895140919912
L1_S24_F1065,33,1183714,2.7877578570420876e-05,0.030303030303030304,0.005810525177534438,0.024492505125495865
L1_S24_F1075,33,1183714,2.7877578570420876e-05,0.030303030303030304,0.005810525177534438,0.024492505125495865
L1_S24_F1090,33,1183714,2.7877578570420876e-05,0.030303030303030304,0.005810525177534438,0.024492505125495865
L1_S24_F1093,33,1183714,2.7877578570420876e-05,0.030303030303030304,0.005810525177534438,0.024492505125495865
L1_S24_F1095,33,1183714,2.7877578570420876e-05,0.030303030303030304,0.005810525177534438,0.024492505125495865
L1_S24_F1097,33,1183714,2.7877578570420876e-05,0.030303030303030304,0.005810525177534438,0.024492505125495865
L1_S24_F1103,33,1183714,2.7877578570420876e-05,0.030303030303030304,0.005810525177534438,0.024492505125495865
L1_S24_F1063,33,1183714,2.7877578570420876e-05,0.030303030303030304,0.005810525177534438,0.024492505125495865
L1_S24_F1061,33,1183714,2.7877578570420876e-05,0.030303030303030304,0.005810525177534438,0.024492505125495865
L1_S24_F1073,33,1183714,2.7877578570420876e-05,0.030303030303030304,0.005810525177534438,0.024492505125495865
L1_S24_F1071,33,1183714,2.7877578570420876e-05,0.030303030303030304,0.005810525177534438,0.024492505125495865
L1_S24_F1067,33,1183714,2.7877578570420876e-05,0.030303030303030304,0.005810525177534438,0.024492505125495865
L1_S24_F1099,33,1183714,2.7877578570420876e-05,0.030303030303030304,0.005810525177534438,0.024492505125495865
L1_S24_F1082,33,1183714,2.7877578570420876e-05,0.030303030303030304,0.005810525177534438,0.024492505125495865
L1_S24_F1076,33,1183714,2.7877578570420876e-05,0.030303030303030304,0.005810525177534438,0.024492505125495865
L1_S24_F1080,33,1183714,2.7877578570420876e-05,0.030303030303030304,0.005810525177534438,0.024492505125495865
L1_S24_F1078,33,1183714,2.7877578570420876e-05,0.030303030303030304,0.005810525177534438,0.024492505125495865
L1_S24_F1107,33,1183714,2.7877578570420876e-05,0.030303030303030304,0.005810525177534438,0.024492505125495865
L1_S24_F1109,33,1183714,2.7877578570420876e-05,0.030303030303030304,0.005810525177534438,0.024492505125495865
L1_S24_F1111,33,1183714,2.7877578570420876e-05,0.030303030303030304,0.005810525177534438,0.024492505125495865
L1_S24_F1113,33,1183714,2.7877578570420876e-05,0.030303030303030304,0.005810525177534438,0.024492505125495865
L1_S24_F1086,33,1183714,2.7877578570420876e-05,0.030303030303030304,0.005810525177534438,0.024492505125495865
L1_S24_F1084,33,1183714,2.7877578570420876e-05,0.030303030303030304,0.005810525177534438,0.024492505125495865
L1_S24_F1088,33,1183714,2.7877578570420876e-05,0.030303030303030304,0.005810525177534438,0.024492505125495865
L1_S24_F1091,33,1183714,2.7877578570420876e-05,0.030303030303030304,0.005810525177534438,0.024492505125495865
L1_S24_F1069,33,1183714,2.7877578570420876e-05,0.030303030303030304,0.005810525177534438,0.024492505125495865
L1_S24_F1105,33,1183714,2.7877578570420876e-05,0.030303030303030304,0.005810525177534438,0.024492505125495865
L1_S24_F1101,33,1183714,2.7877578570420876e-05,0.030303030303030304,0.005810525177534438,0.024492505125495865
L0_S4_F113,71,1183676,5.997903268181461e-05,0.014084507042253521,0.005810711715030127,0.008273795327223395
L0_S4_F110,71,1183676,5.997903268181461e-05,0.014084507042253521,0.005810711715030127,0.008273795327223395
L0_S10_F215,503,1183244,0.0004249218794218697,0.0,0.005813678328392116,0.005813678328392116
L0_S10_F238,503,1183244,0.0004249218794218697,0.0,0.005813678328392116,0.005813678328392116
L0_S10_F235,503,1183244,0.0004249218794218697,0.0,0.005813678328392116,0.005813678328392116
L0_S10_F218,503,1183244,0.0004249218794218697,0.0,0.005813678328392116,0.005813678328392116
L0_S10_F225,503,1183244,0.0004249218794218697,0.0,0.005813678328392116,0.005813678328392116
L0_S10_F228,503,1183244,0.0004249218794218697,0.0,0.005813678328392116,0.005813678328392116
L0_S10_F230,490,1183257,0.00041393980301534025,0.0,0.005813614455693057,0.005813614455693057
L0_S10_F233,490,1183257,0.00041393980301534025,0.0,0.005813614455693057,0.005813614455693057
L0_S10_F220,486,1183261,0.000410560702582562,0.0,0.005813594802837244,0.005813594802837244
L0_S10_F273,486,1183261,0.000410560702582562,0.0,0.005813594802837244,0.005813594802837244
L0_S10_F243,486,1183261,0.000410560702582562,0.0,0.005813594802837244,0.005813594802837244
L0_S10_F255,486,1183261,0.000410560702582562,0.0,0.005813594802837244,0.005813594802837244
L0_S10_F250,486,1183261,0.000410560702582562,0.0,0.005813594802837244,0.005813594802837244
L0_S10_F258,486,1183261,0.000410560702582562,0.0,0.005813594802837244,0.005813594802837244
L0_S10_F223,486,1183261,0.000410560702582562,0.0,0.005813594802837244,0.005813594802837244
L0_S10_F275,486,1183261,0.000410560702582562,0.0,0.005813594802837244,0.005813594802837244
L0_S10_F248,486,1183261,0.000410560702582562,0.0,0.005813594802837244,0.005813594802837244
L0_S10_F253,486,1183261,0.000410560702582562,0.0,0.005813594802837244,0.005813594802837244
L0_S10_F260,486,1183261,0.000410560702582562,0.0,0.005813594802837244,0.005813594802837244
L0_S10_F270,486,1183261,0.000410560702582562,0.0,0.005813594802837244,0.005813594802837244
L0_S10_F268,486,1183261,0.000410560702582562,0.0,0.005813594802837244,0.005813594802837244
L0_S10_F265,486,1183261,0.000410560702582562,0.0,0.005813594802837244,0.005813594802837244
L0_S10_F263,486,1183261,0.000410560702582562,0.0,0.005813594802837244,0.005813594802837244
L0_S10_F245,486,1183261,0.000410560702582562,0.0,0.005813594802837244,0.005813594802837244
L0_S10_F240,486,1183261,0.000410560702582562,0.0,0.005813594802837244,0.005813594802837244
L0_S10_F278,486,1183261,0.000410560702582562,0.0,0.005813594802837244,0.005813594802837244
L0_S10_F237,302,1183445,0.00025512208267476074,0.0,0.005812690915082661,0.005812690915082661
L0_S10_F217,302,1183445,0.00025512208267476074,0.0,0.005812690915082661,0.005812690915082661
L0_S10_F227,302,1183445,0.00025512208267476074,0.0,0.005812690915082661,0.005812690915082661
L0_S10_F232,294,1183453,0.00024836388180920414,0.0,0.005812651621990903,0.005812651621990903
L0_S10_F267,294,1183453,0.00024836388180920414,0.0,0.005812651621990903,0.005812651621990903
L0_S10_F222,294,1183453,0.00024836388180920414,0.0,0.005812651621990903,0.005812651621990903
L0_S10_F277,294,1183453,0.00024836388180920414,0.0,0.005812651621990903,0.005812651621990903
L0_S10_F247,294,1183453,0.00024836388180920414,0.0,0.005812651621990903,0.005812651621990903
L0_S10_F242,294,1183453,0.00024836388180920414,0.0,0.005812651621990903,0.005812651621990903
L0_S10_F272,294,1183453,0.00024836388180920414,0.0,0.005812651621990903,0.005812651621990903
L0_S10_F257,294,1183453,0.00024836388180920414,0.0,0.005812651621990903,0.005812651621990903
L0_S10_F262,294,1183453,0.00024836388180920414,0.0,0.005812651621990903,0.005812651621990903
L0_S10_F252,294,1183453,0.00024836388180920414,0.0,0.005812651621990903,0.005812651621990903
L3_S43_F4066,283,1183464,0.00023907135561906386,0.0,0.0058125975948571315,0.0058125975948571315
L3_S43_F4079,283,1183464,0.00023907135561906386,0.0,0.0058125975948571315,0.0058125975948571315
L3_S43_F4076,283,1183464,0.00023907135561906386,0.0,0.0058125975948571315,0.0058125975948571315
L3_S43_F4074,283,1183464,0.00023907135561906386,0.0,0.0058125975948571315,0.0058125975948571315
L3_S43_F4061,283,1183464,0.00023907135561906386,0.0,0.0058125975948571315,0.0058125975948571315
L3_S43_F4064,283,1183464,0.00023907135561906386,0.0,0.0058125975948571315,0.0058125975948571315
L3_S43_F4071,283,1183464,0.00023907135561906386,0.0,0.0058125975948571315,0.0058125975948571315
L3_S43_F4069,283,1183464,0.00023907135561906386,0.0,0.0058125975948571315,0.0058125975948571315
L3_S43_F4094,277,1183470,0.00023400270496989645,0.0,0.005812568125934751,0.005812568125934751
L3_S43_F4086,277,1183470,0.00023400270496989645,0.0,0.005812568125934751,0.005812568125934751
L3_S43_F4099,277,1183470,0.00023400270496989645,0.0,0.005812568125934751,0.005812568125934751
L3_S43_F4091,277,1183470,0.00023400270496989645,0.0,0.005812568125934751,0.005812568125934751
L3_S43_F4084,277,1183470,0.00023400270496989645,0.0,0.005812568125934751,0.005812568125934751
L3_S43_F4081,277,1183470,0.00023400270496989645,0.0,0.005812568125934751,0.005812568125934751
L3_S43_F4096,277,1183470,0.00023400270496989645,0.0,0.005812568125934751,0.005812568125934751
L3_S43_F4089,277,1183470,0.00023400270496989645,0.0,0.005812568125934751,0.005812568125934751
L1_S25_F1928,218,1183529,0.0001841609735864167,0.0,0.005812278364112751,0.005812278364112751
L1_S25_F1933,218,1183529,0.0001841609735864167,0.0,0.005812278364112751,0.005812278364112751
L1_S25_F1937,218,1183529,0.0001841609735864167,0.0,0.005812278364112751,0.005812278364112751
L1_S25_F1939,218,1183529,0.0001841609735864167,0.0,0.005812278364112751,0.005812278364112751
L1_S25_F1942,218,1183529,0.0001841609735864167,0.0,0.005812278364112751,0.005812278364112751
L1_S25_F1954,218,1183529,0.0001841609735864167,0.0,0.005812278364112751,0.005812278364112751
L1_S25_F1949,218,1183529,0.0001841609735864167,0.0,0.005812278364112751,0.005812278364112751
L1_S25_F1952,218,1183529,0.0001841609735864167,0.0,0.005812278364112751,0.005812278364112751
L1_S25_F1947,218,1183529,0.0001841609735864167,0.0,0.005812278364112751,0.005812278364112751
L1_S25_F1944,218,1183529,0.0001841609735864167,0.0,0.005812278364112751,0.005812278364112751
L1_S25_F1923,218,1183529,0.0001841609735864167,0.0,0.005812278364112751,0.005812278364112751
L1_S25_F1977,218,1183529,0.0001841609735864167,0.0,0.005812278364112751,0.005812278364112751
L1_S25_F1964,218,1183529,0.0001841609735864167,0.0,0.005812278364112751,0.005812278364112751
L1_S25_F1962,218,1183529,0.0001841609735864167,0.0,0.005812278364112751,0.005812278364112751
L1_S25_F1967,218,1183529,0.0001841609735864167,0.0,0.005812278364112751,0.005812278364112751
L1_S25_F1974,218,1183529,0.0001841609735864167,0.0,0.005812278364112751,0.005812278364112751
L1_S25_F1925,218,1183529,0.0001841609735864167,0.0,0.005812278364112751,0.005812278364112751
L1_S25_F1930,218,1183529,0.0001841609735864167,0.0,0.005812278364112751,0.005812278364112751
L1_S25_F1969,218,1183529,0.0001841609735864167,0.0,0.005812278364112751,0.005812278364112751
L1_S25_F1972,218,1183529,0.0001841609735864167,0.0,0.005812278364112751,0.005812278364112751
L1_S25_F1915,218,1183529,0.0001841609735864167,0.0,0.005812278364112751,0.005812278364112751
L1_S25_F1934,218,1183529,0.0001841609735864167,0.0,0.005812278364112751,0.005812278364112751
L1_S25_F1957,218,1183529,0.0001841609735864167,0.0,0.005812278364112751,0.005812278364112751
L1_S25_F1959,218,1183529,0.0001841609735864167,0.0,0.005812278364112751,0.005812278364112751
L1_S25_F1905,218,1183529,0.0001841609735864167,0.0,0.005812278364112751,0.005812278364112751
L1_S25_F1908,218,1183529,0.0001841609735864167,0.0,0.005812278364112751,0.005812278364112751
L1_S25_F1901,218,1183529,0.0001841609735864167,0.0,0.005812278364112751,0.005812278364112751
L1_S25_F1904,218,1183529,0.0001841609735864167,0.0,0.005812278364112751,0.005812278364112751
L1_S25_F1910,218,1183529,0.0001841609735864167,0.0,0.005812278364112751,0.005812278364112751
L1_S25_F1918,218,1183529,0.0001841609735864167,0.0,0.005812278364112751,0.005812278364112751
L1_S25_F1920,218,1183529,0.0001841609735864167,0.0,0.005812278364112751,0.005812278364112751
L1_S25_F1913,218,1183529,0.0001841609735864167,0.0,0.005812278364112751,0.005812278364112751
L1_S25_F2035,115,1183632,9.714913744237577e-05,0.0,0.005811772577963421,0.005811772577963421
L1_S25_F2020,115,1183632,9.714913744237577e-05,0.0,0.005811772577963421,0.005811772577963421
L1_S25_F2003,115,1183632,9.714913744237577e-05,0.0,0.005811772577963421,0.005811772577963421
